id,commune,province,region,latitude,longitude,osm_id
1268,Tabia,Chtouka-Aït Baha,Souss-Massa,29.994335,-8.887293,2875690
1269,Tabia,Azilal,Béni Mellal-Khénifra,31.994948,-6.842146,2887248
1270,Tabouda,Chefchaouen,Tanger-Tétouan-Al Hoceïma,34.743575,-5.102083,2753144
1271,Tachraft,Fquih Ben Salah,Béni Mellal-Khénifra,32.772603,-6.44073,2879724
1272,Taddart,Taza,Fès-Meknès,34.19634,-3.691311,2816175
1273,Tadighoust,Errachidia,Drâa-Tafilalet,31.897371,-4.844202,2827212
1274,Tadrart,Agadir-Ida Ou Tanane,Souss-Massa,30.791831,-9.459152,2814089
1275,Tafajight,Boulemane,Fès-Meknès,33.588107,-4.338749,2816264
1276,Tafedna,Essaouira,Marrakech-Safi,31.091773,-9.759552,2820902
1277,Tafersit,Driouch,Oriental,35.020579,-3.56799,2425003
1278,Tafetachte,Essaouira,Marrakech-Safi,31.623513,-9.277297,2821109
1279,Tafingoult,Taroudant,Souss-Massa,30.775116,-8.411566,2890482
1280,Tafoughalt,Berkane,Oriental,34.795272,-2.354425,2502040
1281,Tafrant,Taounate,Fès-Meknès,34.656189,-5.097691,2753143
1282,Tafraout,Chtouka-Aït Baha,Souss-Massa,29.698702,-8.995066,2888732
1283,Tafraout El Mouloud,Chtouka-Aït Baha,Souss-Massa,29.664899,-9.227787,2888731
1284,Tafraouten,Taroudant,Souss-Massa,30.718791,-8.897895,2882915
1285,Taftechna,Zagora,Drâa-Tafilalet,30.644649,-5.838653,2884959
1286,Tagant,Guelmim,Guelmim-Oued Noun,29.161841,-9.734335,2885858
1287,Taghazout,Agadir-Ida Ou Tanane,Souss-Massa,30.584448,-9.675099,2758264
1288,Taghbalte,Zagora,Drâa-Tafilalet,30.568546,-5.404284,2884903
1289,Taghjijt,Assa-Zag,Guelmim-Oued Noun,28.908404,-9.373595,2885848
1290,Taghramt,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,35.807924,-5.447794,2752876
1291,Taghzirt,Béni Mellal,Béni Mellal-Khénifra,32.416711,-6.15478,2882614
1292,Taghzout,Taounate,Fès-Meknès,34.765921,-4.545352,2507409
1293,Taghzoute N'Ait Atta,Tinghir,Drâa-Tafilalet,31.463362,-5.35834,2887602
1294,Tagleft,Béni Mellal,Béni Mellal-Khénifra,32.228483,-6.108698,2887161
1295,Tagmout,Tata,Souss-Massa,29.897089,-8.223043,2885788
1296,Tagounite,Zagora,Drâa-Tafilalet,29.950029,-5.876038,2884929
1297,Tah,Tarfaya,Laâyoune-Sakia El Hamra,27.848425,-12.662519,3409846
1298,Tahannaout,Al Haouz,Marrakech-Safi,31.356673,-7.942822,3534181
1299,Tahelouante,Essaouira,Marrakech-Safi,31.17823,-9.325336,2820935
1300,Tahla,Taza,Fès-Meknès,34.05041,-4.428476,2810069
1301,Taifa,Taza,Fès-Meknès,34.358385,-4.071785,3551375
1302,Takate,Essaouira,Marrakech-Safi,31.675961,-9.474127,2821059
1303,Takoucht,Essaouira,Marrakech-Safi,31.220523,-9.450776,2820912
1304,Talambote,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.167886,-5.160342,2563401
1305,Talat N'Yaaqoub,Al Haouz,Marrakech-Safi,30.963651,-8.27498,3535489
1306,Talgjount,Taroudant,Souss-Massa,30.764067,-8.593269,2889025
1307,Talilit,Driouch,Oriental,35.136101,-3.566149,2428512
1308,Taliouine,Tata,Souss-Massa,30.530626,-7.923585,2888831
1309,Taliouine Assaka,Guelmim,Guelmim-Oued Noun,29.033372,-10.207414,2885945
1310,Talmakante,Taroudant,Souss-Massa,30.836392,-8.932116,2882922
1311,Talmest,Safi,Marrakech-Safi,31.818464,-9.343786,2821067
1312,Talsint,Errachidia,Drâa-Tafilalet,32.647527,-3.488274,2527824
1313,Talzemt,Boulemane,Fès-Meknès,33.549967,-4.189715,2817704
1314,Tamaguert,Marrakech,Marrakech-Safi,31.540111,-7.54718,3535361
1315,Tamallalt,El Kelâa des Sraghna,Marrakech-Safi,31.824767,-7.527241,2881876
1316,Tamaloukte,Taroudant,Souss-Massa,30.615922,-8.793456,2882901
1317,Tamanar,Essaouira,Marrakech-Safi,31.004175,-9.669418,2820900
1318,Tamanarte,Assa-Zag,Guelmim-Oued Noun,29.159755,-8.989981,2885846
1319,Tamazouzte,Marrakech,Marrakech-Safi,31.494499,-7.790419,3535308
1320,Tamchachate,El Hajeb,Fès-Meknès,33.509425,-5.64888,2819572
1321,Tamda,Rehamna,Marrakech-Safi,32.438916,-8.340616,2823075
1322,Tamda Noumercid,Azilal,Béni Mellal-Khénifra,31.942017,-6.617483,2887342
1323,Tamedit,Taounate,Fès-Meknès,34.707412,-4.210542,2754010
1324,Tamegroute,Zagora,Drâa-Tafilalet,30.249907,-5.777527,2884980
1325,Tameslouht,Al Haouz,Marrakech-Safi,31.452873,-8.060266,3534179
1326,Tamezmoute,Zagora,Drâa-Tafilalet,30.807317,-6.11419,2884956
1327,Tamorot,Taounate,Fès-Meknès,34.902692,-4.803241,2563402
1328,Tamri,Agadir-Ida Ou Tanane,Souss-Massa,30.693841,-9.751379,2758265
1329,Tamsaout,Taounate,Fès-Meknès,34.826463,-4.747764,2516839
1330,Tan-Tan,Tan-Tan,Guelmim-Oued Noun,28.434572,-11.099737,2890951
1331,Tanalt,Chtouka-Aït Baha,Souss-Massa,29.765596,-9.116504,2833006
1332,Tanant,Azilal,Béni Mellal-Khénifra,31.907704,-6.92642,2887256
1333,Tanaqoub,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.147949,-5.475079,2563392
1334,Tancherfi,Jerada,Oriental,34.382899,-2.489645,2759202
1335,Tangarfa,Sidi Ifni,Guelmim-Oued Noun,29.25855,-9.937478,2886009
1336,Tanger,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,35.76278,-5.830976,2758781
1337,Tanougha,Béni Mellal,Béni Mellal-Khénifra,32.441448,-6.089537,2882618
1338,Tanourdi,Midelt,Drâa-Tafilalet,32.818663,-5.149235,2826592
1339,Tansifte,Ouarzazate,Drâa-Tafilalet,30.64557,-6.639782,2884932
1340,Taoughilt,Sidi Kacem,Rabat-Salé-Kénitra,34.413981,-5.511689,2813804
1341,Taouloukoult,Chichaoua,Marrakech-Safi,31.214746,-9.090316,2820958
1342,Taounate,Taounate,Fès-Meknès,34.531171,-4.656147,2753140
1343,Taounza,Azilal,Béni Mellal-Khénifra,32.082389,-6.624243,2887215
1344,Taourirt,Taourirt,Oriental,34.403408,-2.898734,2432236
1345,Taouyalte,Al Haouz,Marrakech-Safi,30.822202,-7.758,2888819
1346,Taouz,Errachidia,Drâa-Tafilalet,30.862835,-4.019383,2884750
1347,Taouzint,El Kelâa des Sraghna,Marrakech-Safi,32.080901,-7.289618,2881954
1348,Tarfaya,Tarfaya,Laâyoune-Sakia El Hamra,27.912992,-12.93168,3409847
1349,Targa Wassay,Guelmim,Guelmim-Oued Noun,29.063204,-10.269416,2885944
1350,Targante,Essaouira,Marrakech-Safi,31.030182,-9.667702,2820901
1351,Targua Ntouchka,Chtouka-Aït Baha,Souss-Massa,29.905691,-9.184201,2832986
1352,Targuist,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.940619,-4.329536,2470156
1353,Tarmigt,Ouarzazate,Drâa-Tafilalet,30.854125,-6.907093,2887649
1354,Taroudant,Taroudant,Souss-Massa,30.496109,-8.88131,2835912
1355,Tarsouat,Chtouka-Aït Baha,Souss-Massa,29.54114,-9.013874,2888735
1356,Tasoultante,Marrakech,Marrakech-Safi,31.544883,-7.99732,2824278
1357,Tassegdelt,Chtouka-Aït Baha,Souss-Massa,30.148306,-9.095728,2832998
1358,Tassift,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.3054,-5.126689,2563400
1359,Tassousfi,Tata,Souss-Massa,30.449008,-7.90022,2888830
1360,Tassrirt,Chtouka-Aït Baha,Souss-Massa,29.639157,-8.861303,2888734
1361,Tata,Tata,Souss-Massa,29.754568,-7.972211,2885790
1362,Tataoute,Taroudant,Souss-Massa,30.25984,-8.671307,2889092
1363,Tatoft,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.983651,-5.733345,2563445
1364,Taza,Taza,Fès-Meknès,34.219097,-4.00591,2758251
1365,Tazaghine,Driouch,Oriental,35.178934,-3.464657,2428504
1366,Tazarine,Taza,Fès-Meknès,33.912381,-4.154851,2816185
1367,Tazart,El Kelâa des Sraghna,Marrakech-Safi,31.570939,-7.407146,3535341
1368,Tazemmourt,Taroudant,Souss-Massa,30.326159,-8.834603,2835931
1369,Taznakht,Ouarzazate,Drâa-Tafilalet,30.568624,-7.193642,2887654
1370,Tazouta,Sefrou,Fès-Meknès,33.671283,-4.61061,2808838
1371,Tazroute,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.307864,-5.531588,2806009
1372,Tazzarine,Zagora,Drâa-Tafilalet,30.805836,-5.542385,2884900
1373,Taïnaste,Taza,Fès-Meknès,34.581901,-4.146396,2758255
1374,Tekna,Sidi Kacem,Rabat-Salé-Kénitra,34.347718,-5.561318,2813796
1375,Temsamane,Driouch,Oriental,35.104942,-3.62746,2427903
1376,Temsia,Inezgane-Aït Melloul,Souss-Massa,30.350334,-9.403429,2758289
1377,Tendrara,Jerada,Oriental,33.205291,-1.86623,2527822
1378,Ternata,Zagora,Drâa-Tafilalet,30.286686,-5.976174,2884984
1379,Teroual,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.686567,-5.23888,2810051
1380,Thar Es-Souk,Taounate,Fès-Meknès,34.646219,-4.288055,2754003
1381,Tichla,Aousserd,Dakhla-Oued Ed-Dahab,21.814214,-15.108716,5199611
1382,Tiddas,Khemisset,Rabat-Salé-Kénitra,33.567718,-6.272318,2808295
1383,Tidili Fetouaka,El Kelâa des Sraghna,Marrakech-Safi,31.710618,-7.159594,2887281
1384,Tidili Mesfioua,Al Haouz,Marrakech-Safi,31.472554,-7.61832,3535337
1385,Tidli,Al Haouz,Marrakech-Safi,31.062099,-7.54794,2887634
1386,Tidsi Nissendalene,Chtouka-Aït Baha,Souss-Massa,30.181797,-8.973782,2835896
1387,Tidzi,Essaouira,Marrakech-Safi,31.268644,-9.671272,2820942
1388,Tifariti,Es-Semara,Laâyoune-Sakia El Hamra,26.456559,-9.789599,6054811
1389,Tifarouine,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.025339,-3.90555,2440969
1390,Tiffert N'Ait Hamza,Béni Mellal,Béni Mellal-Khénifra,32.285862,-5.943142,2887159
1391,Tiflet,Khemisset,Rabat-Salé-Kénitra,33.896174,-6.323189,2808198
1392,Tifni,Azilal,Béni Mellal-Khénifra,31.641517,-6.951209,2887290
1393,Tighassaline,Khénifra,Béni Mellal-Khénifra,32.669635,-5.56719,2826607
1394,Tighedouine,Al Haouz,Marrakech-Safi,31.375655,-7.541072,3535366
1395,Tighirt,Tiznit,Souss-Massa,29.38335,-9.459488,2888798
1396,Tighmi,Tiznit,Souss-Massa,29.629021,-9.447428,2888704
1397,Tiglit,Guelmim,Guelmim-Oued Noun,28.567989,-10.263966,2885916
1398,Tigouga,Taroudant,Souss-Massa,30.837872,-8.611049,2889012
1399,Tigrigra,El Hajeb,Fès-Meknès,33.470751,-5.364355,2819461
1400,Tigzmerte,Tata,Souss-Massa,29.73731,-8.07572,2885789
1401,Tilemzoun,Tan-Tan,Guelmim-Oued Noun,28.323096,-10.77555,2890952
1402,Tilmi,Tinghir,Drâa-Tafilalet,31.851975,-5.712077,2887481
1403,Tilougguite,Béni Mellal,Béni Mellal-Khénifra,32.010758,-6.137002,2887226
1404,Timezgadiouine,Taroudant,Souss-Massa,30.908405,-8.997294,2830852
1405,Timezgana,Taounate,Fès-Meknès,34.648517,-4.726142,3549837
1406,Timhadit,Guigou,Fès-Meknès,33.250886,-5.001194,2819485
1407,Timizguida-Ouftas,Essaouira,Marrakech-Safi,30.998999,-9.768756,2820878
1408,Timlilt,Taroudant,Souss-Massa,31.007372,-9.11224,2830853
1409,Timoulay,Guelmim,Guelmim-Oued Noun,29.088695,-9.63386,2885856
1410,Timoulilt,Béni Mellal,Béni Mellal-Khénifra,32.206797,-6.469459,2887175
1411,Tindine,Taroudant,Souss-Massa,30.087713,-8.693839,2889086
1412,Tinejdad,Tinghir,Drâa-Tafilalet,31.507362,-5.033581,2884853
1413,Tinghir,Tinghir,Drâa-Tafilalet,31.517613,-5.529454,2887568
1414,Tinzart,Taroudant,Souss-Massa,30.630837,-8.380809,2890506
1415,Tinzouline,Zagora,Drâa-Tafilalet,30.376017,-6.192977,2884977
1416,Tioughza,Sidi Ifni,Guelmim-Oued Noun,29.453073,-10.004695,2888225
1417,Tiouli,Jerada,Oriental,34.337312,-1.870108,2528004
1418,Tiout,Taroudant,Souss-Massa,30.410869,-8.673023,2889051
1419,Tiqqi,Agadir-Ida Ou Tanane,Souss-Massa,30.77577,-9.349788,2814084
1420,Tisfane,Taroudant,Souss-Massa,30.19288,-8.569528,2889090
1421,Tisqi,Azilal,Béni Mellal-Khénifra,32.09731,-6.81338,2887239
1422,Tisrasse,Al Haouz,Marrakech-Safi,30.739746,-8.092334,2890516
1423,Tissa,Taounate,Fès-Meknès,34.292785,-4.669185,2755012
1424,Tissaf,Guercif,Oriental,33.333067,-3.32749,2817795
1425,Tissint,Tata,Souss-Massa,29.678036,-7.357258,2885776
1426,Tit Mellil,Casablanca,Casablanca-Settat,33.547017,-7.48507,2523590
1427,Tizaghte,Tata,Souss-Massa,29.601561,-8.506248,2885792
1428,Tizgane,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.373233,-5.041096,2533867
1429,Tizguine,Al Haouz,Marrakech-Safi,31.261982,-8.320743,3534188
1430,Tizguite,Ifrane,Fès-Meknès,33.660754,-5.148122,2819512
1431,Tizgzaouine,Tata,Souss-Massa,30.387796,-8.067847,2888939
1432,Tizi N'Ghachou,Khénifra,Béni Mellal-Khénifra,32.791961,-5.262708,2826594
1433,Tizi N'Test,Taroudant,Souss-Massa,30.831979,-8.415314,2890481
1434,Tizi N'isly,Khénifra,Béni Mellal-Khénifra,32.483486,-5.784946,2882831
1435,Tizi Ntakoucht,Chtouka-Aït Baha,Souss-Massa,29.960802,-9.075955,2833007
1436,Tizi Ouzli,Driouch,Oriental,34.747217,-3.755247,2753999
1437,Tiznit,Tiznit,Souss-Massa,29.694641,-9.711314,2888247
1438,Tizoughrane,Chtouka-Aït Baha,Souss-Massa,29.589075,-9.192296,2888728
1439,Tizounine,Tata,Souss-Massa,29.090832,-8.269478,2885803
1440,Tiztoutine,Driouch,Oriental,34.962461,-3.166824,2444879
1441,Tlauh,El Kelâa des Sraghna,Marrakech-Safi,31.804411,-7.611122,2881841
1442,Tleta Azlef,Driouch,Oriental,34.904502,-3.63721,2425001
1443,Tlite,Ouarzazate,Drâa-Tafilalet,30.170091,-7.096678,2885773
1444,Tnine Aday,Chtouka-Aït Baha,Souss-Massa,29.709006,-9.230148,2888705
1445,Tnine Aglou,Tiznit,Souss-Massa,29.758161,-9.815208,2888244
1446,Tnine Amellou,Sidi Ifni,Guelmim-Oued Noun,29.293697,-10.056633,2886001
1447,Toualet,Settat,Casablanca-Settat,32.757735,-7.658203,2879995
1448,Touama,Marrakech,Marrakech-Safi,31.547001,-7.493374,3535339
1449,Touarga,Rabat,Rabat-Salé-Kénitra,34.006105,-6.834421,2799195
1450,Toubkal,Al Haouz,Marrakech-Safi,31.013804,-7.815393,2888816
1451,Toudgha El Oulia,Tinghir,Drâa-Tafilalet,31.575392,-5.553993,2887567
1452,Toudgha Essoufla,Tinghir,Drâa-Tafilalet,31.461913,-5.485638,2887581
1453,Toufelaazt,Chtouka-Aït Baha,Souss-Massa,30.051393,-8.818912,2875683
1454,Toughmart,Taroudant,Souss-Massa,30.417181,-8.407248,2888929
1455,Touissit,Oujda-Angad,Oriental,34.477764,-1.765645,2528006
1456,Touizgui,Assa-Zag,Guelmim-Oued Noun,28.546916,-9.147151,2891016
1457,Toulal,Meknès,Fès-Meknès,33.893818,-5.606957,2561217
1458,Toumliline,Chtouka-Aït Baha,Souss-Massa,29.949513,-8.752979,2875704
1459,Toundoute,Ouarzazate,Drâa-Tafilalet,31.321817,-6.50693,2887620
1460,Tounfit,Midelt,Drâa-Tafilalet,32.477539,-5.13702,2826603
1461,Traiba,Taza,Fès-Meknès,34.409008,-4.004091,3551406
1462,Trougout,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.185584,-3.768551,2428501
1463,Tsaft,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.95844,-3.76001,2425000
1464,Télouet,Ouarzazate,Drâa-Tafilalet,31.287027,-7.177579,2887630
1465,Témara,Skhirate-Témara,Rabat-Salé-Kénitra,33.907516,-6.900994,2498868
1466,Tétouan,Tétouan,Tanger-Tétouan-Al Hoceïma,35.575885,-5.345734,2464649
1467,Youssoufia,Youssoufia,Marrakech-Safi,32.251629,-8.532816,2827881
1468,Zaaroura,Larache,Tanger-Tétouan-Al Hoceïma,35.228267,-5.738012,2806007
1469,Zag,Assa-Zag,Guelmim-Oued Noun,28.151409,-9.046057,2891021
1470,Zaggota,Sidi Kacem,Rabat-Salé-Kénitra,34.182375,-5.565047,2813777
1471,Zagmouzen,Al Haouz,Marrakech-Safi,30.610661,-7.821127,2888845
1472,Zagora,Zagora,Drâa-Tafilalet,30.351377,-5.842843,2884979
1473,Zaouia Annahlia,Chichaoua,Marrakech-Safi,31.220635,-8.648453,2830943
1474,Zaouia Sidi Tahar,Taroudant,Souss-Massa,30.505024,-9.091936,2882899
1475,Zaouiat Ahansal,Azilal,Béni Mellal-Khénifra,31.846968,-6.069479,2887231
1476,Zaouiat Ben Hmida,Essaouira,Marrakech-Safi,31.733624,-9.364664,2821100
1477,Zaouiat Cheikh,Khénifra,Béni Mellal-Khénifra,32.641093,-5.920407,2882844
1478,Zaouiat Lakouacem,Sidi Bennour,Casablanca-Settat,32.912464,-8.316609,2822973
1479,Zaouiat Saiss,Sidi Bennour,Casablanca-Settat,32.845719,-8.636333,2823029
1480,Zaouiat Sidi Ben Hamdoun,Settat,Casablanca-Settat,33.095921,-7.849003,2866431
1481,Zaouiat Sidi Hamza,Midelt,Drâa-Tafilalet,32.442134,-4.747894,2827131
1482,Zaouiat Sidi Kacem,Tétouan,Tanger-Tétouan-Al Hoceïma,35.475108,-5.220245,2480067
1483,Zarkat,Taounate,Fès-Meknès,34.898772,-4.32709,2470158
1484,Zaïda,Midelt,Drâa-Tafilalet,32.801918,-4.876291,2826588
1485,Zaïo,Nador,Oriental,34.939495,-2.735821,2443012
1486,Zaïtoune,Tétouan,Tanger-Tétouan-Al Hoceïma,35.504272,-5.350192,2480068
1487,Zeghanghane,Nador,Oriental,35.153572,-3.005683,2443013
1488,Zegzel,Berkane,Oriental,34.91616,-2.34871,2457838
1489,Zemamra,Sidi Bennour,Casablanca-Settat,32.616758,-8.699781,2823082
1490,Zemrane,El Kelâa des Sraghna,Marrakech-Safi,31.705027,-7.514554,2881878
1491,Zemrane Charqia,El Kelâa des Sraghna,Marrakech-Safi,31.762141,-7.402251,2881879
1492,Zerkten,Al Haouz,Marrakech-Safi,31.399581,-7.353173,3535352
1493,Zghira,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.652123,-5.221292,2810053
1494,Ziaida,Benslimane,Casablanca-Settat,33.489478,-7.054129,2522583
1495,Zinat,Tétouan,Tanger-Tétouan-Al Hoceïma,35.426827,-5.391631,2480070
1496,Zirara,Sidi Kacem,Rabat-Salé-Kénitra,34.218954,-5.751009,2813780
1497,Znada,El Kelâa des Sraghna,Marrakech-Safi,32.046551,-7.378051,2881949
1498,Zouada,Larache,Tanger-Tétouan-Al Hoceïma,35.046945,-6.021979,2754181
1499,Zouaiat sidi Abdelkader,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.923623,-4.124427,2470159
1500,Zoug,Aousserd,Dakhla-Oued Ed-Dahab,21.777419,-13.8626,6054231
1501,Zoumi,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.791036,-5.361766,2563388
1502,Zrarda,Taza,Fès-Meknès,33.928597,-4.353851,2810074
1503,Zrizer,Taounate,Fès-Meknès,34.595445,-4.635476,2754984
