rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
1005,Sidi-Yahia,Taounate,Fès-Meknès,1,Sidi El Mokhfi,0.583,Sidi Aissa,0.8,Safi,94.02173913043478,
1006,Sidi-Yahia Ben,Taounate,Fès-Meknès,1,Sidi Yahya Bni Zeroual,0.667,Sidi Yahya Zaer,0.759,Skhirate-Témara,94.03726708074534,
1007,Ait hamou yahya,Boulemane,Fès-Meknès,1,Almis Marmoucha,0.533,Ait Yahya,0.75,Midelt,94.0527950310559,
1008,Ait hamoyahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.571,Ait Yahya,0.818,Midelt,94.06832298136646,
1009,Ait kassi,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.8,Ait Ouassif,0.8,Tinghir,94.08385093167702,
1010,Ait kassi ouali,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.615,Aït Youssef Ou Ali,0.727,Al Hoceïma,94.09937888198758,
1011,Ait maala,Azilal,Béni Mellal-Khénifra,1,Ait Blal,0.706,Ait Mzal,0.824,Chtouka-Aït Baha,94.11490683229813,
1012,Ait mahdi,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.706,Ait Mait,0.824,Driouch,94.1304347826087,
1013,Ait moussa,Zagora,Drâa-Tafilalet,1,Ait Ouallal,0.667,Sidi Moussa,0.762,El Kelâa des Sraghna,94.14596273291926,
1014,Tahar Souk,Taounate,Fès-Meknès,1,Thar Es-Souk,0.818,Thar Es-Souk,0.818,Taounate,94.16149068322981,
1015,Souk Lhad,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Oued Malha,0.632,Souk Tolba,0.737,Larache,94.17701863354037,
1016,Souk Tlat,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.533,Souk Tolba,0.842,Larache,94.19254658385093,
1017,Souk laarbia,Taounate,Fès-Meknès,1,Oudka,0.471,Souk Tolba,0.636,Larache,94.2080745341615,
1018,Sraghna,Sefrou,Fès-Meknès,1,Mtarnagha,0.625,Serghina,0.8,Boulemane,94.22360248447205,
1019,Syba,Agadir-Ida Ou Tanane,Souss-Massa,1,Imsouane,0.333,Sbouya,0.6,Sidi Ifni,94.23913043478261,
1020,Syba,Azilal,Béni Mellal-Khénifra,1,Tabant,0.4,Sbouya,0.6,Sidi Ifni,94.25465838509317,
1021,Syba,Essaouira,Marrakech-Safi,1,Bizdad,0.4,Sbouya,0.6,Sidi Ifni,94.27018633540372,
1022,Syba,Tinghir,Drâa-Tafilalet,1,Outerbat,0.333,Sbouya,0.6,Sidi Ifni,94.28571428571429,
1023,D.Tabarine,Tiznit,Souss-Massa,1,Ibdar,0.4,Tazarine,0.778,Taza,94.30124223602485,
1024,DD Mohamed,Driouch,Oriental,1,M'Hajer,0.471,Mohammédia,0.7,Mohammedia,94.3167701863354,
1025,Dar-Louhra,Taounate,Fès-Meknès,1,Mançoura,0.556,Daoura,0.75,Tarfaya,94.33229813664596,
1026,Dchar Ben Dibane,Larache,Tanger-Tétouan-Al Hoceïma,1,Ksar el-Kebir,0.345,Dar El Kebdani,0.533,Driouch,94.34782608695652,
1027,De Passage,Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.444,Sidi Aissa,0.6,Safi,94.36335403726709,
1028,De Passage,Ouarzazate,Drâa-Tafilalet,1,Idelsane,0.556,Sidi Aissa,0.6,Safi,94.37888198757764,
1029,Demna,Taounate,Fès-Meknès,1,Oued Jemaa,0.533,Demnate,0.833,Azilal,94.3944099378882,
1030,Diour sabone,Al Haouz,Marrakech-Safi,1,Ouirgane,0.6,Douirane,0.7,Chichaoua,94.40993788819875,
1031,DiourEssalam,Sidi Kacem,Rabat-Salé-Kénitra,1,Zirara,0.444,Sidi Moussa Lhamri,0.667,Taroudant,94.42546583850931,
1032,"Douar Afa, Azrarague",Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.424,Ouarzazate,0.533,Ouarzazate,94.44099378881988,
1033,Douar Agafay,Agadir-Ida Ou Tanane,Souss-Massa,1,Adaghas,0.421,Dar Jamaa,0.667,Al Haouz,94.45652173913044,
1034,Cab,Chtouka-Aït Baha,Souss-Massa,1,Tabia,0.5,Chtaiba,0.6,El Kelâa des Sraghna,94.472049689441,
1035,Chahid Baba,Sefrou,Fès-Meknès,1,Azzaba,0.471,Chahda,0.706,Safi,94.48757763975155,
1036,Ait gmat,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait Mait,0.875,Driouch,94.5031055900621,
1037,Ait hadouch,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.632,Ait Hammou,0.762,Rehamna,94.51863354037268,
1038,Ait halli ait Daoud,Khemisset,Rabat-Salé-Kénitra,1,Sebt Aït Rahou,0.545,Ait Sidi Daoud,0.727,Marrakech,94.53416149068323,
1039,Tifirte,Azilal,Béni Mellal-Khénifra,1,Tifni,0.667,Tighirt,0.714,Tiznit,94.54968944099379,
1040,Ait Rouadi,Béni Mellal,Béni Mellal-Khénifra,1,Ait Ouqabli,0.762,Ait Ouadrim,0.857,Chtouka-Aït Baha,94.56521739130434,
1041,Tahar-Souk,Taounate,Fès-Meknès,1,Thar Es-Souk,0.818,Thar Es-Souk,0.818,Taounate,94.5807453416149,
1042,Taienest,Taza,Fès-Meknès,1,Taïnaste,0.75,Taïnaste,0.75,Taza,94.59627329192547,
1043,Takyout,El Kelâa des Sraghna,Marrakech-Safi,1,Taouzint,0.667,Takoucht,0.8,Essaouira,94.61180124223603,
1044,Tamadite,Taounate,Fès-Meknès,1,Tamedit,0.8,Tamedit,0.8,Taounate,94.62732919254658,
1045,Tamait Oufella,Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Guelloul,0.483,Ait Ouallal,0.72,Zagora,94.64285714285714,
1046,Tamaounza,Agadir-Ida Ou Tanane,Souss-Massa,1,Taghazout,0.556,Taounza,0.875,Azilal,94.6583850931677,
1047,Tamassint,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Targuist,0.471,Tissint,0.75,Tata,94.67391304347827,
1048,Tamsemen,Driouch,Oriental,1,Temsamane,0.471,Tamezmoute,0.667,Zagora,94.68944099378882,
1049,Tamsslout,Taroudant,Souss-Massa,1,Tamaloukte,0.737,Tameslouht,0.842,Al Haouz,94.70496894409938,
1050,Tamzirt,Ouarzazate,Drâa-Tafilalet,1,Tarmigt,0.714,Taghzirt,0.8,Béni Mellal,94.72049689440993,
1051,Taouiyalt,Taroudant,Souss-Massa,1,Taroudant,0.667,Taouyalte,0.889,Al Haouz,94.7360248447205,
1052,Taoujdate,El Hajeb,Fès-Meknès,1,Ait Boubidmane,0.522,Taounate,0.824,Taounate,94.75155279503106,
1053,Targha,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Amtar,0.545,Mtarnagha,0.8,Sefrou,94.76708074534162,
1054,D.Jihadia,Tata,Souss-Massa,1,Adis,0.462,Bni Hadifa,0.632,Al Hoceïma,94.78260869565217,
1055,Ait aabou,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.706,Ait Daoud,0.778,Essaouira,94.79813664596273,
1056,Ait ali imider,Tinghir,Drâa-Tafilalet,1,Imider,0.6,Ait Amira,0.696,Inezgane-Aït Melloul,94.8136645962733,
1057,Ait amar ouissa,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.615,Aït Kamra,0.583,Al Hoceïma,94.82919254658385,
1058,Ait boyoussef,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.75,Ait Haddou Youssef,0.774,Taroudant,94.84472049689441,
1059,Tighrmatine,Tinghir,Drâa-Tafilalet,1,Tilmi,0.5,Ighzrane,0.737,Taza,94.86024844720497,
1060,Tiguenziouine,Al Haouz,Marrakech-Safi,1,Tighedouine,0.75,Tinzouline,0.783,Zagora,94.87577639751552,
1061,Tikiouine,Marrakech,Marrakech-Safi,1,Sid Zouine,0.632,Tizounine,0.778,Tata,94.8913043478261,
1062,Tasouite,Tinghir,Drâa-Tafilalet,1,Assoul,0.571,Tagounite,0.824,Zagora,94.90683229813665,
1063,Tassaltant,Al Haouz,Marrakech-Safi,1,Taouyalte,0.526,Tasoultante,0.762,Marrakech,94.9223602484472,
1064,Tassaltant,Azilal,Béni Mellal-Khénifra,1,Tabant,0.625,Tasoultante,0.762,Marrakech,94.93788819875776,
1065,Tassaltant,Marrakech,Marrakech-Safi,1,Tasoultante,0.762,Tasoultante,0.762,Marrakech,94.95341614906832,
1066,Tassaltnt,Al Haouz,Marrakech-Safi,1,Taouyalte,0.556,Tasoultante,0.7,Marrakech,94.96894409937889,
1067,Taughmerte,Taroudant,Souss-Massa,1,Toughmart,0.737,Toughmart,0.737,Taroudant,94.98447204968944,
1068,Tazitount,Chichaoua,Marrakech-Safi,1,Ain Tazitounte,0.783,Ain Tazitounte,0.783,Chichaoua,95.0,
1069,Tazourakht,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Arbaa Taourirt,0.5,Taznakht,0.778,Ouarzazate,95.01552795031056,
1070,Tidrara,Al Haouz,Marrakech-Safi,1,Tisrasse,0.533,Tendrara,0.8,Jerada,95.03105590062111,
1071,Chahid baha,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.538,Ait Baha,0.737,Chtouka-Aït Baha,95.04658385093168,
1072,Charf Souani,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,1,Dar Chaoui,0.545,Charqaoua,0.667,Moulay Yacoub,95.06211180124224,
1073,Charrate,Taounate,Fès-Meknès,1,Zarkat,0.571,Cherrat,0.8,Benslimane,95.0776397515528,
1074,"Chatre III,Ait Taoukte",Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.286,Tataoute,0.467,Taroudant,95.09316770186335,
1075,Chjahaid baha,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.5,Ait Baha,0.667,Chtouka-Aït Baha,95.1086956521739,
1076,Chourfa,Fquih Ben Salah,Béni Mellal-Khénifra,1,Tachraft,0.533,Chouafaa,0.8,Larache,95.12422360248448,
1077,Cite Scolaire,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Said,0.476,Ain Chair,0.364,Figuig,95.13975155279503,
1078,Coelma,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Oued Laou,0.533,Goulmima,0.571,Errachidia,95.15527950310559,
1079,Corona,Driouch,Oriental,1,Ourdana,0.615,Ourdana,0.615,Driouch,95.17080745341615,
1080,D G,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.308,Madagh,0.444,Berkane,95.1863354037267,
1081,D ouar Bénimalek,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Beni Malek,0.692,Beni Malek,0.692,Ouezzane,95.20186335403727,
1082,Bani sadden,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.462,Bni Said,0.737,Tétouan,95.21739130434783,
1083,Ait Sdrat Ghrbia,Ouarzazate,Drâa-Tafilalet,1,Ait Oumdis,0.385,Ait Sedrate Sahl El Gharbia,0.744,Tinghir,95.23291925465838,
1084,Ait Sdrat Shel Charqia,Ouarzazate,Drâa-Tafilalet,1,Skoura Ahl El Oust,0.4,Ait Sedrate Sahl Charkia,0.87,Tinghir,95.24844720496894,
1085,Ait Tislit,Béni Mellal,Béni Mellal-Khénifra,1,Ait Ouqabli,0.571,Ait Tamlil,0.7,Azilal,95.2639751552795,
1086,Ait Tisslit,Béni Mellal,Béni Mellal-Khénifra,1,Ait Ouqabli,0.545,Tissint,0.667,Tata,95.27950310559007,
1087,Tinzerte,Taroudant,Souss-Massa,1,Tinzart,0.8,Tigzmerte,0.824,Tata,95.29503105590062,
1088,Tirset,Azilal,Béni Mellal-Khénifra,1,Tisqi,0.545,Tisrasse,0.714,Al Haouz,95.31055900621118,
1089,Tisi Ousli,Taza,Fès-Meknès,1,Oued Amlil,0.4,Tizi Ouzli,0.8,Driouch,95.32608695652173,
1090,Tislite,Azilal,Béni Mellal-Khénifra,1,Tisqi,0.667,Tlite,0.833,Ouarzazate,95.3416149068323,
1091,Tizi Oussli,Taza,Fès-Meknès,1,Oued Amlil,0.381,Tizi Ouzli,0.857,Driouch,95.35714285714286,
1092,Tizki Akesri Tamraght,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.37,Sidi Ali Labrahla,0.526,Rehamna,95.37267080745342,
1093,Tlat Lamzam,Azilal,Béni Mellal-Khénifra,1,Ait Blal,0.421,Nzalat Laadam,0.667,Rehamna,95.38819875776397,
1094,Tlat louta,Nador,Oriental,1,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,95.40372670807453,
1095,Tmaloust,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Masmouda,0.5,Tamaloukte,0.778,Taroudant,95.4192546583851,
1096,Tnin Ait Rkha,Tiznit,Souss-Massa,1,Ait Erkha,0.727,Ait Erkha,0.727,Tiznit,95.43478260869566,
1097,Tnine el ouleja,Taounate,Fès-Meknès,1,Ras El Oued,0.538,Tnine Amellou,0.714,Sidi Ifni,95.45031055900621,
1098,Touelaa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Oued Laou,0.625,Toufelaazt,0.824,Chtouka-Aït Baha,95.46583850931677,
1099,Touibla,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Tétouan,0.571,Toulal,0.769,Meknès,95.48136645962732,
1100,Touilaa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Tétouan,0.571,Toulal,0.769,Meknès,95.4968944099379,
1101,Ait Sadrat J oulioa,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.773,Ait Sedrate Jbel El Oulia,0.773,Tinghir,95.51242236024845,
1102,Chahid Baha Rfaif,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.438,Had Bradia,0.519,Béni Mellal,95.527950310559,
1103,Zouagha,Fès,Fès-Meknès,1,Louadaine,0.5,Ounagha,0.857,Essaouira,95.54347826086956,
1104,Zoualet,Meknès,Fès-Meknès,1,Toulal,0.615,Toualet,0.857,Settat,95.55900621118012,
1105,Tozrigutte,Tinghir,Drâa-Tafilalet,1,Outerbat,0.444,Tizguite,0.667,Ifrane,95.57453416149069,
1106,Trifa II,Berkane,Oriental,1,Saidia,0.286,Tifariti,0.75,Es-Semara,95.59006211180125,
1107,Trik Alouahda,Taza,Fès-Meknès,1,Tahla,0.444,Tabouda,0.6,Chefchaouen,95.6055900621118,
1108,Urbaine,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Selmane,0.444,Barkine,0.714,Taza,95.62111801242236,
1109,Wawirzagh,Azilal,Béni Mellal-Khénifra,1,Ait Mazigh,0.526,Ouaouizaght,0.6,Béni Mellal,95.63664596273291,
1110,Z .cheikh,Béni Mellal,Béni Mellal-Khénifra,1,Ouled Yaïch,0.3,Zaouiat Cheikh,0.696,Khénifra,95.65217391304348,
1111,Z'Mamra,Taounate,Fès-Meknès,1,Zarkat,0.615,Zemamra,0.857,Sidi Bennour,95.66770186335404,
1112,Z'Rarka,Taounate,Fès-Meknès,1,Zarkat,0.769,Zrarda,0.769,Taza,95.6832298136646,
1113,Z.S.A.Kader,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Zouaiat sidi Abdelkader,0.471,Saka,0.533,Guercif,95.69875776397515,
1114,Zaazaa,Larache,Tanger-Tétouan-Al Hoceïma,1,Zaaroura,0.571,Azzaba,0.5,Sefrou,95.71428571428571,
1115,Zagmouzne,Taroudant,Souss-Massa,1,Talgjount,0.556,Zagmouzen,0.889,Al Haouz,95.72981366459628,
1116,Zaouia Nezzaghia,Settat,Casablanca-Settat,1,Oulad Sghir,0.519,Zaouia Annahlia,0.774,Chichaoua,95.74534161490683,
1117,Zaouia S K,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Zaouiat Sidi Kacem,0.714,Zaouiat Sidi Kacem,0.714,Tétouan,95.76086956521739,
1118,Zaouite ait Ishaq,Khénifra,Béni Mellal-Khénifra,1,Aït Ishaq,0.692,Aït Ishaq,0.692,Khénifra,95.77639751552795,
1119,ait amer,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.632,Aït Kamra,0.824,Al Hoceïma,95.7919254658385,
1120,ait bouallal,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.7,Ait Ouallal,0.957,Zagora,95.80745341614907,
1121,ait boubker,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.632,Sidi Boubker,0.783,Oujda-Angad,95.82298136645963,
1122,ait boulmane,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.7,Ait Boubidmane,0.846,El Hajeb,95.83850931677019,
1123,AinDoreij,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Ain Dfali,0.556,Adrej,0.714,Boulemane,95.85403726708074,
1124,Ainchgag,Sefrou,Fès-Meknès,1,Ain Timguenai,0.476,Ain Cheggag,0.842,Fès,95.8695652173913,
1125,Ainjamaa,Meknès,Fès-Meknès,1,Aïn Orma,0.625,Ain Jemaa,0.824,Sidi Kacem,95.88509316770187,
1126,Ait Abou,Khemisset,Rabat-Salé-Kénitra,1,Ait Ikkou,0.706,Ait Daoud,0.824,Essaouira,95.90062111801242,
1127,Ait Guirt,Azilal,Béni Mellal-Khénifra,1,Ait Ouaarda,0.6,Ait Ourir,0.778,Marrakech,95.91614906832298,
1128,Ait Guirte,Azilal,Béni Mellal-Khénifra,1,Ait Taguella,0.636,Ait Ourir,0.737,Marrakech,95.93167701863354,
1129,Ait Iaala,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.5,Ait Iaaza,0.889,Taroudant,95.9472049689441,
1130,Ait Moumen,Taza,Fès-Meknès,1,Bab Marzouka,0.455,Ait Mimoune,0.762,Khemisset,95.96273291925466,
1131,Ait Moussa Fadma,Ouarzazate,Drâa-Tafilalet,1,Ait Oumdis,0.538,Ait Ouaarda,0.741,Azilal,95.97826086956522,
1132,Zeagngan,Nador,Oriental,1,Zeghanghane,0.737,Zaggota,0.667,Sidi Kacem,95.99378881987577,
1133,Zelten,Essaouira,Marrakech-Safi,1,Tahelouante,0.471,Zerkten,0.769,Al Haouz,96.00931677018633,
1134,Zerhounia,Meknès,Fès-Meknès,1,Ouislane,0.353,El Hagounia,0.7,Es-Semara,96.0248447204969,
1135,Becheine,Taza,Fès-Meknès,1,Barkine,0.533,Bouchaouene,0.632,Guercif,96.04037267080746,
1136,Ben CHEIKH,Al Haouz,Marrakech-Safi,1,Ouneine,0.353,Beni Chiker,0.762,Nador,96.05590062111801,
1137,Ben Charrou,Béni Mellal,Béni Mellal-Khénifra,1,Bni Bataou,0.571,Ben Maachou,0.727,El Jadida,96.07142857142857,
1138,Bozamlane,Taza,Fès-Meknès,1,Bouyablane,0.737,Bouyablane,0.737,Taza,96.08695652173913,
1139,Brakt Lamine,Safi,Marrakech-Safi,1,Sebt Gzoula,0.435,Ras El Ain,0.636,Youssoufia,96.1024844720497,
1140,Bureau Ikaouen,Tinghir,Drâa-Tafilalet,1,Ikniouen,0.545,Askaouen,0.636,Al Haouz,96.11801242236025,
1141,Béni assifan,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Selmane,0.609,Bni Hassane,0.783,Azilal,96.13354037267081,
1142,Béninsser,Nador,Oriental,1,Beni Ansar,0.737,Beni Ansar,0.737,Nador,96.14906832298136,
1143,C boumalne,Tinghir,Drâa-Tafilalet,1,Boumalne Dadès,0.667,Boulemane,0.737,Boulemane,96.16459627329192,
1144,Ben Zit,Marrakech,Marrakech-Safi,1,Jbilate,0.286,Bni Zoli,0.667,Zagora,96.18012422360249,
1145,agouti,Tinghir,Drâa-Tafilalet,1,Assoul,0.5,Aghouatim,0.8,Al Haouz,96.19565217391305,
1146,ain chaib,Taroudant,Souss-Massa,1,Lamhadi,0.5,Ain Chair,0.889,Figuig,96.2111801242236,
1147,ainzora,Nador,Oriental,1,Zaïo,0.545,Aïn Zohra,0.875,Driouch,96.22670807453416,
1148,ait aatab,Azilal,Béni Mellal-Khénifra,1,Ait Ouaarda,0.7,Ait Taleb,0.778,Rehamna,96.24223602484471,
1149,ait aliyahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.6,Ait Yahya,0.857,Midelt,96.25776397515529,
1150,ait alouane,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.636,Zaïtoune,0.737,Tétouan,96.27329192546584,
1151,ait zelten,Essaouira,Marrakech-Safi,1,Tahelouante,0.476,Ait El Man,0.7,Boulemane,96.2888198757764,
1152,ait ziad,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait Said,0.75,Essaouira,96.30434782608695,
1153,aitali oyahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.476,Ait Yahya,0.818,Midelt,96.31987577639751,
1154,almasjid,Nador,Oriental,1,Al Aroui,0.5,Lamssid,0.667,Boujdour,96.33540372670808,
1155,ait bouyossef,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.75,Ait Haddou Youssef,0.774,Taroudant,96.35093167701864,
1156,ait boyousef,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.7,Ait Haddou Youssef,0.733,Taroudant,96.36645962732919,
1157,ait boyoysef,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.609,Ait Haddou Youssef,0.667,Taroudant,96.38198757763975,
1158,ait hdouch,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.667,Ait Daoud,0.737,Essaouira,96.3975155279503,
1159,ait hmed,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait M'Hamed,0.842,Azilal,96.41304347826087,
1160,ait hmoudene,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.6,Ait Mimoune,0.783,Khemisset,96.42857142857143,
1161,ait iaala,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.5,Ait Iaaza,0.889,Taroudant,96.44409937888199,
1162,ait idit,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait Said,0.75,Essaouira,96.45962732919254,
1163,ait mahdi,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.706,Ait Mait,0.824,Driouch,96.4751552795031,
1164,____,Ouarzazate,Drâa-Tafilalet,1,Toundoute,0.0,Zrizer,0.0,Taounate,96.49068322981367,
1165,Baraacca,Taza,Fès-Meknès,1,Jbarna,0.571,Brachoua,0.5,Skhirate-Témara,96.50621118012423,
1166,Baracca,Ouarzazate,Drâa-Tafilalet,1,Afra,0.545,Brachoua,0.667,Skhirate-Témara,96.52173913043478,
1167,Aguidir,Chichaoua,Marrakech-Safi,1,Ait Hadi,0.533,Iguidi,0.769,Al Haouz,96.53726708074534,
1168,Ai Boussalef,Taza,Fès-Meknès,1,Bouyablane,0.545,Ait Ouassif,0.696,Tinghir,96.5527950310559,
1169,Ain Chgaga,Sefrou,Fès-Meknès,1,Mtarnagha,0.526,Ain Cheggag,0.857,Fès,96.56832298136646,
1170,Ain Chifa,Sefrou,Fès-Meknès,1,Ain Timguenai,0.545,Ain Chkef,0.778,Fès,96.58385093167702,
1171,Ain K ara,Moulay Yacoub,Fès-Meknès,1,Ain Taoujdate,0.545,Ain Kansra,0.842,Fès,96.59937888198758,
1172,Ain Taoujtat,El Hajeb,Fès-Meknès,1,Ait Boubidmane,0.462,Ain Taoujdate,0.88,Moulay Yacoub,96.61490683229813,
1173,amassine tondout,Tinghir,Drâa-Tafilalet,1,Assoul,0.455,Imintanoute,0.593,Chichaoua,96.6304347826087,
1174,amdnagh,Tinghir,Drâa-Tafilalet,1,Tinghir,0.429,Madagh,0.769,Berkane,96.64596273291926,
1175,amejjaw,Driouch,Oriental,1,Amejjaou,0.8,Amejjaou,0.8,Driouch,96.66149068322981,
1176,amsa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Azla,0.5,Assa,0.75,Assa-Zag,96.67701863354037,
1177,ait messoud,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.632,Ait Melloul,0.727,Inezgane-Aït Melloul,96.69254658385093,
1178,ait oglif,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.706,Aglif,0.714,Essaouira,96.7080745341615,
1179,ait ouglif,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.778,Ait Youl,0.778,Tinghir,96.72360248447205,
1180,ait sakri,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.706,Ait Said,0.824,Essaouira,96.73913043478261,
1181,ait tazarin,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.636,Tazarine,0.737,Taza,96.75465838509317,
1182,ait tazrine,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.632,Ait Zineb,0.8,Ouarzazate,96.77018633540372,
1183,Bendib,Sidi Slimane,Rabat-Salé-Kénitra,1,Kceibya,0.462,Ben Taïeb,0.667,Driouch,96.78571428571429,
1184,Bengrir,El Kelâa des Sraghna,Marrakech-Safi,1,Errafiaya,0.375,Ben Guerir,0.824,Rehamna,96.80124223602485,
1185,Beni Makada,Larache,Tanger-Tétouan-Al Hoceïma,1,Bni Garfett,0.455,Beni Malek,0.762,Ouezzane,96.8167701863354,
1186,Beni Maraaz,Meknès,Fès-Meknès,1,Nzala Bni Ammar,0.538,Bni Mathar,0.667,Jerada,96.83229813664596,
1187,Beni Meraaz,Meknès,Fès-Meknès,1,Ait Yaazem,0.476,Beni Mellal,0.727,Béni Mellal,96.84782608695652,
1188,Beni Saden,Sefrou,Fès-Meknès,1,Bir Tamtam,0.4,Bni Said,0.778,Tétouan,96.86335403726709,
1189,Boumalne kcer,Tinghir,Drâa-Tafilalet,1,Boumalne Dadès,0.741,Boumalne Dadès,0.741,Tinghir,96.87888198757764,
1190,Boumardoul,Tinghir,Drâa-Tafilalet,1,Bou Azmou,0.632,Bouarouss,0.737,Taounate,96.8944099378882,
1191,Boumya,Khénifra,Béni Mellal-Khénifra,1,Oum Rabia,0.533,Sbouya,0.833,Sidi Ifni,96.90993788819875,
1192,Bouyafer,Nador,Oriental,1,Bouarg,0.714,Sbouya,0.714,Sidi Ifni,96.92546583850931,
1193,Bouhaira,Essaouira,Marrakech-Safi,1,Essaouira,0.588,Bouarfa,0.8,Figuig,96.94099378881988,
1194,Bouhamza,Azilal,Béni Mellal-Khénifra,1,Taounza,0.533,Bouhmame,0.75,Sidi Bennour,96.95652173913044,
1195,Aghbalo K,Sefrou,Fès-Meknès,1,Aghbalou Aqorar,0.667,Aghbalou,0.824,Khénifra,96.972049689441,
1196,Aghwatime,Al Haouz,Marrakech-Safi,1,Aghouatim,0.778,Aghouatim,0.778,Al Haouz,96.98757763975155,
1197,Aglou,Agadir-Ida Ou Tanane,Souss-Massa,1,Taghazout,0.571,Aghbalou,0.769,Khénifra,97.0031055900621,
1198,Agouidir,Chichaoua,Marrakech-Safi,1,Ighoud,0.571,Agoudim,0.8,Midelt,97.01863354037268,
1199,centre,El Kelâa des Sraghna,Marrakech-Safi,1,Zemrane,0.462,Metrane,0.615,Sidi Bennour,97.03416149068323,
1200,anonizme,Tinghir,Drâa-Tafilalet,1,Alnif,0.462,Tagounite,0.588,Zagora,97.04968944099379,
1201,arroui,Nador,Oriental,1,Al Aroui,0.714,Azrou,0.727,Ifrane,97.06521739130434,
1202,"b,s,louta",Nador,Oriental,1,Selouane,0.588,Louta,0.714,Al Hoceïma,97.0807453416149,
1203,b.bouayach,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.818,Bni Bouayach,0.818,Al Hoceïma,97.09627329192547,
1204,bab merzk,Taza,Fès-Meknès,1,Bab Marzouka,0.762,Bab Marzouka,0.762,Taza,97.11180124223603,
