rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,CONFIRME_MANQUANT_REFERENTIEL,DECISION_HUMAINE
785,tizitounte,Chichaoua,Marrakech-Safi,1,Ain Tazitounte,0.75,Tiztoutine,0.8,Driouch,88.14475873544093,False,
786,Old Bader,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Moulay Abdelkader,0.538,Oulad Berhil,0.667,Taroudant,88.16555740432612,False,
787,Old Ayad,Béni Mellal,Béni Mellal-Khénifra,1,Ouled Yaïch,0.632,Oulad Ayad,0.889,Fquih Ben Salah,88.18635607321131,False,
788,tisli,Tinghir,Drâa-Tafilalet,1,Tilmi,0.8,Tisqi,0.8,Azilal,88.2071547420965,False,
789,"A, Mediona A ,Medoina",Taounate,Fès-Meknès,1,Ain Mediouna,0.545,Ain Mediouna,0.545,Taounate,88.2279534109817,False,
790,A s s charkia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,88.24875207986689,False,
791,A s jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,88.26955074875208,False,
792,Od Teima,Taroudant,Souss-Massa,1,Oulad Berhil,0.5,Ouled Teima,0.842,Inezgane-Aït Melloul,88.29034941763727,False,
793,zayo,Nador,Oriental,1,Zaïo,0.75,Zaïo,0.75,Nador,88.31114808652246,False,
794,B K,Sidi Kacem,Rabat-Salé-Kénitra,1,Bab Tiouka,0.462,N'Kob,0.5,Tinghir,88.33194675540766,False,
795,Od Sghair,Settat,Casablanca-Settat,1,Oulad Sghir,0.8,Oulad Sghir,0.8,Settat,88.35274542429285,False,
796,B Bouyafrou,Nador,Oriental,1,Bni Bouifrou,0.783,Bni Bouifrou,0.783,Nador,88.37354409317804,False,
797,Oulad Jerrar,Tiznit,Souss-Massa,1,Ait Erkha,0.476,Oulad Zarrad,0.75,El Kelâa des Sraghna,88.39434276206323,False,
798,Azou,Tinghir,Drâa-Tafilalet,1,Assoul,0.6,Azrou,0.889,Ifrane,88.41514143094842,False,
799,Oulaayoune,Essaouira,Marrakech-Safi,1,Moulay Bouzarqtoune,0.621,Laâyoune,0.889,Laâyoune,88.43594009983362,False,
800,Azlaf,Nador,Oriental,1,Al Aroui,0.462,Azla,0.889,Tétouan,88.45673876871881,False,
801,Ouidane,El Kelâa des Sraghna,Marrakech-Safi,1,Taouzint,0.533,Al Ouidane,0.824,Marrakech,88.477537437604,False,
802,Aychtoume,Taounate,Fès-Meknès,1,Taounate,0.471,Chtouka,0.625,El Jadida,88.49833610648919,False,
803,Oughroud,Tinghir,Drâa-Tafilalet,1,Bou Azmou,0.471,Bouhouda,0.75,Taounate,88.51913477537438,False,
804,Oued laabid,Azilal,Béni Mellal-Khénifra,1,Agoudi N'Lkhair,0.538,Oued Naam,0.7,Errachidia,88.53993344425957,False,
805,Oued kassaba,Taounate,Fès-Meknès,1,Oued Jemaa,0.636,Ouled Aissa,0.783,Taroudant,88.56073211314475,False,
806,Oued kasaba,Taounate,Fès-Meknès,1,Oued Jemaa,0.667,Ouled Aissa,0.727,Taroudant,88.58153078202994,False,
807,,Rehamna,Marrakech-Safi,1,Tamda,0.0,,0.0,,88.60232945091514,False,
808,,Meknès,Fès-Meknès,1,Toulal,0.0,,0.0,,88.62312811980033,False,
809,Oued Lahmer,Taza,Fès-Meknès,1,Oued Amlil,0.571,Oued Lakhdar,0.783,El Kelâa des Sraghna,88.64392678868552,False,
810,,Khénifra,Béni Mellal-Khénifra,1,Zaouiat Cheikh,0.0,,0.0,,88.66472545757071,False,
811,Ouald Rahou,Guercif,Oriental,1,Houara Oulad Raho,0.714,Oulad Dahou,0.818,Inezgane-Aït Melloul,88.6855241264559,False,
812,Oum Rabii,Meknès,Fès-Meknès,1,Oualili,0.625,Oum Rabia,0.889,Khénifra,88.7063227953411,False,
813,Oulkadi,Al Haouz,Marrakech-Safi,1,Ourika,0.615,Oualqadi,0.8,Taroudant,88.72712146422629,False,
814,Ouled jameâ,Moulay Yacoub,Fès-Meknès,1,Oulad Mimoun,0.522,Oulad Amer,0.762,El Kelâa des Sraghna,88.74792013311148,False,
815,Ouled aarfa,Taroudant,Souss-Massa,1,Ouled Aissa,0.727,Oulad Aarrad,0.783,El Kelâa des Sraghna,88.76871880199667,False,
816,,Guercif,Oriental,1,Tissaf,0.0,,0.0,,88.78951747088186,False,
817,Ouled Jirar,Tiznit,Souss-Massa,1,Ouijjane,0.316,Oued Jdida,0.762,Meknès,88.81031613976705,False,
818,Ouled Jarrar,Tiznit,Souss-Massa,1,Ouijjane,0.4,Oulad Zarrad,0.75,El Kelâa des Sraghna,88.83111480865225,False,
819,Ouled Hammou,Fquih Ben Salah,Béni Mellal-Khénifra,1,Ouled Bourahmoune,0.69,Oued Laou,0.762,Tétouan,88.85191347753744,False,
820,,Fès,Fès-Meknès,1,Sidi Hrazem,0.0,,0.0,,88.87271214642263,False,
821,,El Kelâa des Sraghna,Marrakech-Safi,1,Znada,0.0,,0.0,,88.89351081530782,False,
822,Oulad-Taher,Taounate,Fès-Meknès,1,Oulad Daoud,0.636,Oulad Amer,0.857,El Kelâa des Sraghna,88.91430948419301,False,
823,Aruit,Nador,Oriental,1,Al Aroui,0.615,Targuist,0.769,Al Hoceïma,88.9351081530782,False,
824,"Oulad-Kadour,",Taounate,Fès-Meknès,1,Oulad Daoud,0.75,Oulad Mkoudou,0.769,Sefrou,88.9559068219634,False,
825,Oulad-Boundar,Taounate,Fès-Meknès,1,Oulad Daoud,0.75,Oulad Moumna,0.8,Chichaoua,88.97670549084859,False,
826,Oulad allal,Meknès,Fès-Meknès,1,Ait Ouallal,0.636,Oulad Salah,0.818,Nouaceur,88.99750415973378,False,
827,Oulad Tahar,Taounate,Fès-Meknès,1,Oulad Daoud,0.636,Oulad Amghar,0.87,Al Hoceïma,89.01830282861897,False,
828,Ait Guirte,Azilal,Béni Mellal-Khénifra,1,Ait Taguella,0.636,Ait Ourir,0.737,Marrakech,89.03910149750416,False,
829,Ait Guirt,Azilal,Béni Mellal-Khénifra,1,Ait Ouaarda,0.6,Ait Ourir,0.778,Marrakech,89.05990016638935,False,
830,Aolos,Taroudant,Souss-Massa,1,Aoulouz,0.667,Aoulouz,0.667,Taroudant,89.08069883527455,False,
831,Ait Abou,Khemisset,Rabat-Salé-Kénitra,1,Ait Ikkou,0.706,Ait Daoud,0.824,Essaouira,89.10149750415974,False,
832,Ainjamaa,Meknès,Fès-Meknès,1,Aïn Orma,0.625,Ain Jemaa,0.824,Sidi Kacem,89.12229617304493,False,
833,Ainchgag,Sefrou,Fès-Meknès,1,Ain Timguenai,0.476,Ain Cheggag,0.842,Fès,89.14309484193012,False,
834,AinDoreij,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Ain Dfali,0.556,Adrej,0.714,Boulemane,89.16389351081531,False,
835,Anamer,Taroudant,Souss-Massa,1,Argana,0.5,Ameur,0.727,Salé,89.1846921797005,False,
836,Pres de lecole 6 novombre,Fès,Fès-Meknès,1,Sidi Hrazem,0.167,Ras El Oued,0.222,Taounate,89.2054908485857,False,
837,Amsernat,Agadir-Ida Ou Tanane,Souss-Massa,1,Tamri,0.462,Ternata,0.667,Zagora,89.22628951747089,False,
838,Ousikiss,Tinghir,Drâa-Tafilalet,1,Ouaklim,0.4,Boukhrisse,0.667,Béni Mellal,89.24708818635607,False,
839,Ouriaa,Béni Mellal,Béni Mellal-Khénifra,1,Naour,0.545,Ourika,0.833,Al Haouz,89.26788685524126,False,
840,Ourbâa,Béni Mellal,Béni Mellal-Khénifra,1,Naour,0.545,Ourdana,0.769,Driouch,89.28868552412645,False,
841,"B,bouayach",Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.818,Bni Bouayach,0.818,Al Hoceïma,89.30948419301164,False,
842,"B,Maraghnine",Driouch,Oriental,1,Bni Marghnine,0.8,Bni Marghnine,0.8,Driouch,89.33028286189683,False,
843,Oum Rbie,Meknès,Fès-Meknès,1,Ouislane,0.5,Oum Rabia,0.824,Khénifra,89.35108153078203,False,
844,Ras Aghil,Meknès,Fès-Meknès,1,Ras Ijerri,0.526,Ras Al Ain,0.632,Settat,89.37188019966722,False,
845,"R,Kheir",Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.417,Khenifra,0.667,Khénifra,89.39267886855241,False,
846,"B,M",Béni Mellal,Béni Mellal-Khénifra,1,Beni Mellal,0.286,Boumia,0.444,Midelt,89.4134775374376,False,
847,R kheir,Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.5,Mers El Kheir,0.7,Skhirate-Témara,89.43427620632279,False,
848,Quolla,Larache,Tanger-Tétouan-Al Hoceïma,1,Souk Tolba,0.5,Bni Quolla,0.75,Ouezzane,89.45507487520798,False,
849,Quartier Benkirane,Béni Mellal,Béni Mellal-Khénifra,1,Bni Zrantel,0.414,Hassi Berkane,0.581,Nador,89.47587354409318,False,
850,B' sabsa,Taounate,Fès-Meknès,1,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,89.49667221297837,False,
851,B Sidel,Nador,Oriental,1,Bni Sidel Jbel,0.667,Jbiel,0.667,El Kelâa des Sraghna,89.51747088186356,False,
852,QUARTIER NAJMA RUE Espagne,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,1,Al Bahraoyine,0.256,Ait Naamane,0.486,El Hajeb,89.53826955074875,False,
853,Q-Industriel,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.444,Tindine,0.526,Taroudant,89.55906821963394,False,
854,Ait Rouadi,Béni Mellal,Béni Mellal-Khénifra,1,Ait Ouqabli,0.762,Ait Ouadrim,0.857,Chtouka-Aït Baha,89.57986688851913,False,
855,Ait Moussa Fadma,Ouarzazate,Drâa-Tafilalet,1,Ait Oumdis,0.538,Ait Ouaarda,0.741,Azilal,89.60066555740433,False,
856,Ait Moumen,Taza,Fès-Meknès,1,Bab Marzouka,0.455,Ait Mimoune,0.762,Khemisset,89.62146422628952,False,
857,Ait Iaala,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.5,Ait Iaaza,0.889,Taroudant,89.64226289517471,False,
858,B.Bouchibat,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.526,Bni Bouchibet,0.75,Taounate,89.6630615640599,False,
859,B.Bouayach II,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.72,Bni Bouayach,0.72,Al Hoceïma,89.6838602329451,False,
860,Rue 309 Hay Moulay Rachid,Taroudant,Souss-Massa,1,Oulad Berhil,0.432,Moulay Brahim,0.579,Al Haouz,89.70465890183029,False,
861,B.Bchir,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Chakran,0.429,Beni Bechir,0.667,Taounate,89.72545757071548,False,
862,B. ensar,Nador,Oriental,1,Beni Ansar,0.667,Bir Ennasr,0.667,Benslimane,89.74625623960067,False,
863,B. Bounsar,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.667,Bni Bounsar,0.857,Taounate,89.76705490848586,False,
864,Ribat El kheir,Sefrou,Fès-Meknès,1,Dar El Hamra,0.538,Mers El Kheir,0.741,Skhirate-Témara,89.78785357737105,False,
865,Ribat El Kheir,Sefrou,Fès-Meknès,1,Dar El Hamra,0.538,Mers El Kheir,0.741,Skhirate-Témara,89.80865224625624,False,
866,Riad Kostani,Meknès,Fès-Meknès,1,Dar Oum Soltane,0.519,Had Kourt,0.571,Ouezzane,89.82945091514144,False,
867,"B,enssar",Nador,Oriental,1,Beni Ansar,0.667,Beni Ansar,0.667,Nador,89.85024958402663,False,
868,Retba,Taounate,Fès-Meknès,1,Ratba,0.8,Ratba,0.8,Taounate,89.87104825291182,False,
869,Remla,Larache,Tanger-Tétouan-Al Hoceïma,1,Khemis Sahel,0.353,Ermila,0.727,Boulemane,89.89184692179701,False,
870,Rbat El khier,Sefrou,Fès-Meknès,1,Dar El Hamra,0.56,Rbaa El Fouki,0.692,Taza,89.9126455906822,False,
871,"B,chiker",Nador,Oriental,1,Beni Chiker,0.737,Beni Chiker,0.737,Nador,89.93344425956738,False,
872,Attaouia Chaaibia,El Kelâa des Sraghna,Marrakech-Safi,1,Laattaouia Ech-Chaybia,0.769,Laattaouia Ech-Chaybia,0.769,El Kelâa des Sraghna,89.95424292845257,False,
873,Ras brouj,Settat,Casablanca-Settat,1,Machraa Ben Abbou,0.462,Ras Tabouda,0.7,Sefrou,89.97504159733776,False,
874,Assifane,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Tassift,0.667,Ifrane,0.714,Ifrane,89.99584026622296,False,
875,Ras Aghil,Sidi Kacem,Rabat-Salé-Kénitra,1,Taoughilt,0.556,Ras Al Ain,0.632,Settat,90.01663893510815,False,
876,S.A.S,Essaouira,Marrakech-Safi,1,Meskala,0.333,Sfassif,0.5,Khemisset,90.03743760399334,False,
877,S.A.Elhadi,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.5,Sahel Chamali,0.609,Larache,90.05823627287853,False,
878,As s Gharbia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl El Gharbia,0.564,Had Al Gharbia,0.769,Tanger-Assilah,90.07903494176372,False,
879,As jbel oulia,Tinghir,Drâa-Tafilalet,1,Ferkla El Oulia,0.714,Ferkla El Oulia,0.714,Tinghir,90.09983361064891,False,
880,B.bounsar,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.706,Bni Bounsar,0.8,Taounate,90.1206322795341,False,
881,"S,Abder",Taounate,Fès-Meknès,1,Jbabra,0.462,Sidi Jaber,0.588,Béni Mellal,90.1414309484193,False,
882,"S,A,Ouhamed",Essaouira,Marrakech-Safi,1,Sidi H'Mad Ou Hamed,0.6,Bouhmame,0.632,Sidi Bennour,90.16222961730449,False,
883,"S,A,Chrif",Sidi Kacem,Rabat-Salé-Kénitra,1,Taoughilt,0.333,Oulad Chrif,0.6,Taza,90.18302828618968,False,
884,"S,A,Benaissa",Sidi Kacem,Rabat-Salé-Kénitra,1,Mkansa,0.444,Sidi Ahmed Benaissa,0.645,Ouezzane,90.20382695507487,False,
885,B.bouayach I,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.75,Bni Bouayach,0.75,Al Hoceïma,90.22462562396007,False,
886,S Y B A,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.444,Sidi M'Bark,0.556,Sidi Ifni,90.24542429284526,False,
887,S H O hamdtidzi,Essaouira,Marrakech-Safi,1,Sidi H'Mad Ou Hamed,0.588,Sidi H'Mad Ou Hamed,0.588,Essaouira,90.26622296173045,False,
888,B.S jbel,Nador,Oriental,1,Bni Sidel Jbel,0.636,Bni Sidel Jbel,0.636,Nador,90.28702163061564,False,
889,S A El Hadi,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.471,Sidi Ahmed El Khadir,0.71,El Kelâa des Sraghna,90.30782029950083,False,
890,S / K,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.462,Saka,0.571,Guercif,90.32861896838602,False,
891,"Rue 516,Masdoura Inzgane",Inezgane-Aït Melloul,Souss-Massa,1,Inezgane,0.438,El Mansouria,0.5,Mohammedia,90.34941763727122,False,
892,Aglou,Agadir-Ida Ou Tanane,Souss-Massa,1,Taghazout,0.571,Aghbalou,0.769,Khénifra,90.37021630615641,False,
893,Aghwatime,Al Haouz,Marrakech-Safi,1,Aghouatim,0.778,Aghouatim,0.778,Al Haouz,90.3910149750416,False,
894,Aghbalo K,Sefrou,Fès-Meknès,1,Aghbalou Aqorar,0.667,Aghbalou,0.824,Khénifra,90.41181364392679,False,
895,B.S Jbel,Nador,Oriental,1,Bni Sidel Jbel,0.636,Bni Sidel Jbel,0.636,Nador,90.43261231281198,False,
896,B.M,Béni Mellal,Béni Mellal-Khénifra,1,Beni Mellal,0.286,Boumia,0.444,Midelt,90.45341098169717,False,
897,SI sidi yahya,Sidi Slimane,Rabat-Salé-Kénitra,1,Sidi Al Kamel,0.538,Khemis Sidi Yahya,0.8,Khemisset,90.47420965058237,False,
898,S;Mokhfi,Taounate,Fès-Meknès,1,Sidi El Mokhfi,0.636,Sidi El Mokhfi,0.636,Taounate,90.49500831946756,False,
899,B.Louta,Nador,Oriental,1,Bouarg,0.615,Louta,0.833,Al Hoceïma,90.51580698835275,False,
900,S/Abdelah Cherif,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Sidi Ahmed Cherif,0.667,Sidi Ahmed Cherif,0.667,Ouezzane,90.53660565723794,False,
901,S.Sebt,Béni Mellal,Béni Mellal-Khénifra,1,Semguet,0.462,Assebbab,0.571,Guercif,90.55740432612313,False,
902,B.Gmil Maksouline,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Tifarouine,0.519,Bni Gmil Maksouline,0.889,Taounate,90.57820299500833,False,
903,Nkheila,Settat,Casablanca-Settat,1,Mniaa,0.5,N'khila,0.857,Khouribga,90.59900166389352,False,
904,B.Ensar,Nador,Oriental,1,Beni Ansar,0.706,Beni Ansar,0.706,Nador,90.61980033277871,False,
905,S.H.M'd,Taounate,Fès-Meknès,1,Ras El Oued,0.333,M'Diq,0.5,M'diq-Fnideq,90.64059900166389,False,
906,S.H. M'ed,Taounate,Fès-Meknès,1,Sidi Haj M’hamed,0.5,Sidi Haj M’hamed,0.5,Taounate,90.66139767054908,False,
907,S.Abderhma,Taounate,Fès-Meknès,1,Jbabra,0.5,Sidi Abdelkrim,0.583,Berrechid,90.68219633943427,False,
908,B.Elain,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Selmane,0.556,Belfaa,0.615,Chtouka-Aït Baha,90.70299500831946,False,
909,Sanit Rmel,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Sahtryine,0.421,Ait Ouribel,0.667,Khemisset,90.72379367720465,False,
910,Samsa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Saddina,0.5,Sgamna,0.727,Khouribga,90.74459234608985,False,
911,B.Bouyafroun,Nador,Oriental,1,Bni Bouifrou,0.667,Bouarouss,0.667,Taounate,90.76539101497504,False,
912,Sahrij,Azilal,Béni Mellal-Khénifra,1,Aït Majden,0.375,Assahrij,0.857,El Kelâa des Sraghna,90.78618968386023,False,
913,Baracca,Ouarzazate,Drâa-Tafilalet,1,Afra,0.545,Brachoua,0.667,Skhirate-Témara,90.80698835274542,False,
914,Sabati,Fès,Fès-Meknès,1,Louadaine,0.4,Rabat,0.727,Rabat,90.82778702163061,False,
915,Baraacca,Taza,Fès-Meknès,1,Jbarna,0.571,Brachoua,0.5,Skhirate-Témara,90.8485856905158,False,
916,Ain Taoujtat,El Hajeb,Fès-Meknès,1,Ait Boubidmane,0.462,Ain Taoujdate,0.88,Moulay Yacoub,90.869384359401,False,
917,Ain K ara,Moulay Yacoub,Fès-Meknès,1,Ain Taoujdate,0.545,Ain Kansra,0.842,Fès,90.89018302828619,False,
918,Ain Chifa,Sefrou,Fès-Meknès,1,Ain Timguenai,0.545,Ain Chkef,0.778,Fès,90.91098169717138,False,
919,Ain Chgaga,Sefrou,Fès-Meknès,1,Mtarnagha,0.526,Ain Cheggag,0.857,Fès,90.93178036605657,False,
920,Ai Boussalef,Taza,Fès-Meknès,1,Bouyablane,0.545,Ait Ouassif,0.696,Tinghir,90.95257903494176,False,
921,Aguidir,Chichaoua,Marrakech-Safi,1,Ait Hadi,0.533,Iguidi,0.769,Al Haouz,90.97337770382696,False,
922,Agouidir,Chichaoua,Marrakech-Safi,1,Ighoud,0.571,Agoudim,0.8,Midelt,90.99417637271215,False,
923,Bani sadden,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.462,Bni Said,0.737,Tétouan,91.01497504159734,False,
924,Bab wandar,Taounate,Fès-Meknès,1,Jbabra,0.5,Bab Taza,0.667,Chefchaouen,91.03577371048253,False,
925,Bab tété,Ouarzazate,Drâa-Tafilalet,1,Télouet,0.4,Bab Berred,0.667,Chefchaouen,91.05657237936772,True,
926,Bab ramla,Taza,Fès-Meknès,1,Bab Marzouka,0.571,Bab Taza,0.706,Chefchaouen,91.07737104825291,False,
927,Bab Mrouje,Taza,Fès-Meknès,1,Bab Marzouka,0.727,Bab Marzouka,0.727,Taza,91.0981697171381,False,
928,Sekour,Boulemane,Fès-Meknès,1,Missour,0.615,Nekkour,0.769,Al Hoceïma,91.1189683860233,False,
929,BEN Maraaz,Meknès,Fès-Meknès,1,Aïn Orma,0.444,El Marsa,0.667,Laâyoune,91.13976705490849,False,
930,Sebt lgardane,Taroudant,Souss-Massa,1,El Guerdane,0.667,El Guerdane,0.667,Taroudant,91.16056572379368,False,
931,Sebt Lagfifat,Taroudant,Souss-Massa,1,Lakhnafif,0.455,Lagfifat,0.762,Chtouka-Aït Baha,91.18136439267887,False,
932,Sebt Kdim,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Karrich,0.4,Souk Kdim,0.667,Fahs-Anjra,91.20216306156406,False,
933,Sebt Bni Guerfet,Larache,Tanger-Tétouan-Al Hoceïma,1,Bni Garfett,0.667,Bni Garfett,0.667,Larache,91.22296173044926,False,
934,Sebt,Taroudant,Souss-Massa,1,Sidi Borja,0.286,Settat,0.6,Settat,91.24376039933445,False,
935,B/jbel,Nador,Oriental,1,Bni Sidel Jbel,0.6,Jbiel,0.727,El Kelâa des Sraghna,91.26455906821964,False,
936,Sbt Lagfifat,Taroudant,Souss-Massa,1,Lakhnafif,0.476,Lagfifat,0.8,Chtouka-Aït Baha,91.28535773710483,False,
937,B.sidel jbal,Nador,Oriental,1,Bni Sidel Jbel,0.769,Bni Sidel Jbel,0.769,Nador,91.30615640599002,False,
938,Sas,Essaouira,Marrakech-Safi,1,Meskala,0.4,Sfassif,0.6,Khemisset,91.3269550748752,False,
939,Sarsar,Larache,Tanger-Tétouan-Al Hoceïma,1,Ksar Bjir,0.533,Smara,0.727,Es-Semara,91.34775374376039,False,
940,Sidi Yahya,Sidi Slimane,Rabat-Salé-Kénitra,1,Sidi Al Kamel,0.609,Sidi Yahya Zaer,0.8,Skhirate-Témara,91.36855241264558,False,
941,Sidi Yahia,Taounate,Fès-Meknès,1,Sidi El Mokhfi,0.583,Sidi Aissa,0.8,Safi,91.38935108153078,False,
942,Sidi Mbraek,Sidi Ifni,Guelmim-Oued Noun,1,Sidi M'Bark,0.818,Sidi M'Bark,0.818,Sidi Ifni,91.41014975041597,False,
943,Sidi Khyar,Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.667,Sidi Amar,0.737,Khénifra,91.43094841930116,False,
944,Sidi Ghayat,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.636,Sidi Aayad,0.762,Midelt,91.45174708818635,False,
945,Sidi Driss,El Kelâa des Sraghna,Marrakech-Safi,1,Sidi Moussa,0.667,Sidi Aissa,0.8,Safi,91.47254575707154,False,
946,Sidi Brahim,Fès,Fès-Meknès,1,Sidi Hrazem,0.727,Sidi Borja,0.762,Taroudant,91.49334442595674,False,
947,Sidi Amer Hadi,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.583,Sidi Ameur Al Hadi,0.875,Ouezzane,91.51414309484193,False,
948,Sidi Amer,Meknès,Fès-Meknès,1,Nzala Bni Ammar,0.417,Sidi Amar,0.889,Khénifra,91.53494176372712,False,
949,Sidi Ahmed Zerrouk,Taza,Fès-Meknès,1,Bab Marzouka,0.4,Sidi Ahmed Cherif,0.743,Ouezzane,91.55574043261231,False,
950,Sidi Ahmed Tadli,Sefrou,Fès-Meknès,1,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,91.5765391014975,False,
951,B.sidel,Nador,Oriental,1,Bni Sidel Jbel,0.571,Jbiel,0.667,El Kelâa des Sraghna,91.5973377703827,False,
952,Sidi Abdellah Rhamna,Settat,Casablanca-Settat,1,Sidi Abdelkhaleq,0.667,Sidi Abdallah Ghiat,0.769,Marrakech,91.61813643926789,False,
953,Alquods,Taza,Fès-Meknès,1,Galdamane,0.375,Aquermoud,0.625,Essaouira,91.63893510815308,False,
954,Alquds,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.5,Al Oued,0.615,Chefchaouen,91.65973377703827,False,
955,Alqods,Taza,Fès-Meknès,1,Galdamane,0.4,Al Oued,0.615,Chefchaouen,91.68053244592346,False,
956,Souk Lhad,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Oued Malha,0.632,Souk Tolba,0.737,Larache,91.70133111480865,False,
957,Alhouda Bloc B N° 545,Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.303,El Koudia El Beida,0.474,Taroudant,91.72212978369384,False,
958,Smd,Chichaoua,Marrakech-Safi,1,Saidate,0.4,Smià,0.571,Taza,91.74292845257904,False,
959,Albassatine,Meknès,Fès-Meknès,1,Mrhassiyine,0.545,Al Bahraoyine,0.667,Tanger-Assilah,91.76372712146423,False,
960,Ben Tayeb,Nador,Oriental,1,Beni Ansar,0.526,Ben Taïeb,0.889,Driouch,91.78452579034942,False,
961,Ben Charrou,Béni Mellal,Béni Mellal-Khénifra,1,Bni Bataou,0.571,Ben Maachou,0.727,El Jadida,91.80532445923461,False,
962,Ben CHEIKH,Al Haouz,Marrakech-Safi,1,Ouneine,0.353,Beni Chiker,0.762,Nador,91.8261231281198,False,
963,SidiAhmed Tadli,Sefrou,Fès-Meknès,1,Sidi Youssef Ben Ahmed,0.486,Sidi Ahmed El Khadir,0.743,El Kelâa des Sraghna,91.846921797005,False,
964,Sidi-Yahia Ben,Taounate,Fès-Meknès,1,Sidi Yahya Bni Zeroual,0.667,Sidi Yahya Zaer,0.759,Skhirate-Témara,91.86772046589019,False,
965,Sidi-Yahia,Taounate,Fès-Meknès,1,Sidi El Mokhfi,0.583,Sidi Aissa,0.8,Safi,91.88851913477538,False,
966,Sidi ouabdellah,Taroudant,Souss-Massa,1,Sidi Ahmed Ou Abdellah,0.811,Sidi Bouabdelli,0.867,Tiznit,91.90931780366057,False,
967,Sidi khyar,Sefrou,Fès-Meknès,1,Kandar Sidi Khiar,0.667,Sidi Amar,0.737,Khénifra,91.93011647254576,False,
968,Sidi ghiate,Al Haouz,Marrakech-Safi,1,Ghmate,0.588,Sidi Ghanem,0.818,Chichaoua,91.95091514143095,False,
969,Sidi boujida,Fès,Fès-Meknès,1,Ain Bida,0.6,Sidi Bouhria,0.833,Berkane,91.97171381031615,False,
970,Becheine,Taza,Fès-Meknès,1,Barkine,0.533,Bouchaouene,0.632,Guercif,91.99251247920134,False,
971,Sidi ahmed Tadeli,Sefrou,Fès-Meknès,1,Sidi Youssef Ben Ahmed,0.513,Sidi Ahmed Ou Abdellah,0.769,Taroudant,92.01331114808653,False,
972,Bengrir,El Kelâa des Sraghna,Marrakech-Safi,1,Errafiaya,0.375,Ben Guerir,0.824,Rehamna,92.03410981697171,False,
973,Tabrent,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Targuist,0.533,Tabant,0.769,Azilal,92.0549084858569,False,
974,Tabolkhirte,Tinghir,Drâa-Tafilalet,1,Tinghir,0.444,Taourirt,0.632,Taourirt,92.07570715474209,False,
975,Tabarrant,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Chakran,0.5,Tabant,0.8,Azilal,92.09650582362728,False,
976,Tabarante,Taounate,Fès-Meknès,1,Tafrant,0.75,Targante,0.824,Essaouira,92.11730449251247,False,
977,TAOUNATEDouar,Taounate,Fès-Meknès,1,Taounate,0.762,Taounate,0.762,Taounate,92.13810316139767,False,
