rang,Commune_origine,Commune,Province,n_cas,DECISION_HUMAINE,niveau_resolution,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct
197,Ait Sawane,Ouarzazate,Ouarzazate,2,Ouarzazate,province,Ait Zineb,0.632,Ait Naamane,0.762,El Hajeb,35.83273251622206
198,akdim ait mraou,Tinghir,Tinghir,2,Tinghir,province,Ait Youl,0.522,Sebt Aït Rahou,0.621,Khemisset,35.97692862292718
199,akdim,Tinghir,Tinghir,2,Tinghir,province,Ouaklim,0.667,Aklim,0.8,Berkane,36.1211247296323
200,ait wahi,Tinghir,Tinghir,2,Tinghir,province,Aït Hani,0.75,Ait Said,0.75,Essaouira,36.265320836337416
201,ait ouffi,Tinghir,Tinghir,2,Tinghir,province,Ait Youl,0.706,Ait Ourir,0.778,Marrakech,36.40951694304254
202,ait kassi,Tinghir,Tinghir,2,Tinghir,province,Ait Ouassif,0.8,Ait Ouassif,0.8,Tinghir,36.55371304974766
203,ait harouit,Tinghir,Tinghir,2,Tinghir,province,Aït Hani,0.737,Ait Hammou,0.762,Rehamna,36.69790915645277
204,Meknassa,Taza,Taza,2,Taza,province,Meknassa Acharqia,0.64,Massa,0.769,Tiznit,36.8421052631579
205,Meghasseine,Meknès,Meknès,2,Meknès,province,Mrhassiyine,0.727,Mrhassiyine,0.727,Meknès,36.98630136986301
206,Medina,El Kelâa des Sraghna,El Kelâa des Sraghna,2,El Kelâa des Sraghna,province,Hiadna,0.5,Médiouna,0.857,Nouaceur,37.13049747656813
207,Mazrawa,Taounate,Taounate,2,Taounate,province,Mezraoua,0.667,Smara,0.667,Es-Semara,37.274693583273255
208,senhaja,Sefrou,Sefrou,2,Sefrou,province,Dar El Hamra,0.421,Senada,0.769,Al Hoceïma,37.41888968997837
209,saiss,Fès,Fès,2,Fès,province,Ain Kansra,0.4,Assaisse,0.769,Ouarzazate,37.56308579668349
210,ouarchdik,Tinghir,Tinghir,2,Tinghir,province,Ouaklim,0.5,Rouached,0.706,Fquih Ben Salah,37.70728190338861
211,old taher,Taounate,Taounate,2,Taounate,province,Oulad Daoud,0.5,Oulad Amer,0.737,El Kelâa des Sraghna,37.85147801009373
212,mezguitem,Guercif,Guercif,2,Guercif,province,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,37.995674116798845
213,merna,Tinghir,Tinghir,2,Tinghir,province,Imider,0.545,Merija,0.727,Jerada,38.13987022350396
214,mecheraa laine,Taroudant,Taroudant,2,Taroudant,province,Machraa El Ain,0.786,Machraa El Ain,0.786,Taroudant,38.284066330209086
215,magaz kelaa,Tinghir,Tinghir,2,Tinghir,province,Aït Elfarsi,0.455,Melaab,0.588,Errachidia,38.4282624369142
216,khmiss dadaes,Tinghir,Tinghir,2,Tinghir,province,Souk Lakhmis Dades,0.71,Souk Lakhmis Dades,0.71,Tinghir,38.57245854361932
217,"k,militaire",Taza,Taza,2,Taza,province,Msila,0.5,Mzilate,0.556,Chichaoua,38.71665465032444
218,Aait adel,Al Haouz,Al Haouz,2,Al Haouz,province,Sti Fadma,0.444,Ait Aadel,0.889,El Kelâa des Sraghna,38.86085075702956
219,ighramloulne,Tinghir,Tinghir,2,Tinghir,province,Aghbalou N'Kerdous,0.533,Ighzrane,0.7,Taza,39.00504686373468
220,ighramloule,Tinghir,Tinghir,2,Tinghir,province,Toudgha El Oulia,0.519,Ighzrane,0.632,Taza,39.1492429704398
221,igheram amazdar,Tinghir,Tinghir,2,Tinghir,province,Ait Sedrate Sahl Charkia,0.41,M'Saada,0.545,Sidi Slimane,39.29343907714492
222,Marjane,Meknès,Meknès,2,Meknès,province,Majjate,0.714,Zemrane,0.714,El Kelâa des Sraghna,39.437635183850034
223,Marinienne,Fès,Fès,2,Fès,province,Ain Bida,0.444,Mallalienne,0.667,Tétouan,39.58183129055516
224,Marigha,Al Haouz,Al Haouz,2,Al Haouz,province,Amghras,0.571,Mtarnagha,0.75,Sefrou,39.72602739726028
225,Marenienne,Fès,Fès,2,Fès,province,Louadaine,0.421,Mallalienne,0.667,Tétouan,39.87022350396539
226,M.Bmellal,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Beni Mellal,0.7,Beni Mellal,0.7,Béni Mellal,40.01441961067052
227,M'kanssa,Taounate,Taounate,2,Taounate,province,Kissane,0.533,Mkansa,0.857,Sidi Kacem,40.15861571737563
228,Boukourra,Ouezzane,Ouezzane,2,Ouezzane,province,Kalaat Booqorra,0.5,Bouskoura,0.889,Nouaceur,40.30281182408075
229,Boukorra,Ouezzane,Ouezzane,2,Ouezzane,province,Kalaat Booqorra,0.522,Bouskoura,0.824,Nouaceur,40.447007930785865
230,Boukora,Ouezzane,Ouezzane,2,Ouezzane,province,Bni Oual,0.533,Bouskoura,0.875,Nouaceur,40.59120403749099
231,Bouhmed,Chefchaouen,Chefchaouen,2,Chefchaouen,province,Tabouda,0.571,Bouhmame,0.8,Sidi Bennour,40.735400144196106
232,M kellat magouna,Tinghir,Tinghir,2,Tinghir,province,Kalaat M'Gouna,0.733,Kalaat M'Gouna,0.733,Tinghir,40.87959625090122
233,Lkrakra,Settat,Settat,2,Settat,province,Oulad Freiha,0.316,Laqraqra,0.667,Fquih Ben Salah,41.02379235760635
234,Lkhmis,Tinghir,Tinghir,2,Tinghir,province,Tilmi,0.545,Khémisset,0.667,Khemisset,41.16798846431146
235,Lakmis,Tinghir,Tinghir,2,Tinghir,province,Tilmi,0.545,Lamssid,0.615,Boujdour,41.31218457101658
236,Laaouina,Azilal,Azilal,2,Azilal,province,Taounza,0.667,Laaouinate,0.889,Jerada,41.4563806777217
237,Laamoucha,Settat,Settat,2,Settat,province,Lahouaza,0.588,Laaouama,0.706,Tanger-Assilah,41.60057678442682
238,Krona,Driouch,Driouch,2,Driouch,province,Ourdana,0.5,Tekna,0.6,Sidi Kacem,41.74477289113194
239,Krakra,Settat,Settat,2,Settat,province,Rima,0.4,Hrara,0.727,Safi,41.88896899783706
240,Kolea,Inezgane-Aït Melloul,Inezgane-Aït Melloul,2,Inezgane-Aït Melloul,province,Ouled Teima,0.5,Boulemane,0.571,Boulemane,42.03316510454218
241,Koka si Moussa,Settat,Settat,2,Settat,province,Zaouiat Sidi Ben Hamdoun,0.474,Sidi Moussa,0.72,El Kelâa des Sraghna,42.177361211247295
242,Khlalta,Fquih Ben Salah,Fquih Ben Salah,2,Fquih Ben Salah,province,Fkih Ben Salah,0.381,Khlalfa,0.857,Taounate,42.32155731795242
243,Fersiou,Ouezzane,Ouezzane,2,Ouezzane,province,Teroual,0.571,Tafersit,0.667,Driouch,42.465753424657535
244,Feriata,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Boutferda,0.5,Fraita,0.769,El Kelâa des Sraghna,42.60994953136265
245,Fansseur,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Foum El Anceur,0.545,Aousserd,0.625,Aousserd,42.75414563806777
246,F.Anceur,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Foum El Anceur,0.636,Foum El Anceur,0.636,Béni Mellal,42.89834174477289
247,Ennakhil,Rehamna,Rehamna,2,Rehamna,province,Ait Taleb,0.118,Ben Khlil,0.706,Tan-Tan,43.04253785147801
248,Ennakhil,Al Haouz,Al Haouz,2,Al Haouz,province,Ighil,0.462,Ben Khlil,0.706,Tan-Tan,43.186733958183126
249,Douar Chems,Ouarzazate,Ouarzazate,2,Ouarzazate,province,Skoura Ahl El Oust,0.483,Rouached,0.632,Fquih Ben Salah,43.33093006488825
250,Dg,Sidi Kacem,Sidi Kacem,2,Sidi Kacem,province,Zaggota,0.222,Madagh,0.5,Berkane,43.47512617159337
251,El Kassam,Settat,Settat,2,Settat,province,Oulad Saïd,0.421,El Kansera,0.737,Khemisset,43.61932227829848
252,Draa,Azilal,Azilal,2,Azilal,province,Rfala,0.667,Drargua,0.727,Inezgane-Aït Melloul,43.76351838500361
253,Douar Oulad Mkadem,Guelmim,Guelmim,2,Guelmim,province,Aouint Yghomane,0.242,Houara Oulad Raho,0.686,Guercif,43.90771449170872
254,ida ouguerd,Essaouira,Essaouira,2,Essaouira,province,Aguerd,0.706,Ida Ougoummad,0.75,Al Haouz,44.05191059841384
255,ibrghoussne,Tinghir,Tinghir,2,Tinghir,province,Ait Ouassif,0.455,Tighedouine,0.636,Al Haouz,44.19610670511896
256,iazaneen,Nador,Nador,2,Nador,province,Iaazzanene,0.778,Iaazzanene,0.778,Nador,44.34030281182408
257,hay salam kelaa,Tinghir,Tinghir,2,Tinghir,province,Ait Sedrate Sahl El Gharbia,0.476,Had Al Gharbia,0.483,Tanger-Assilah,44.4844989185292
258,Chouiter,Al Haouz,Al Haouz,2,Al Haouz,province,Tighedouine,0.526,Aïn Chouater,0.7,Errachidia,44.62869502523432
259,Bouzemalne,Taza,Taza,2,Taza,province,Bouyablane,0.7,Boulemane,0.842,Boulemane,44.77289113193944
260,Jiyarin,Taza,Taza,2,Taza,province,Jbarna,0.615,Bni Yagrine,0.667,Settat,44.91708723864456
261,J Melha,Sidi Kacem,Sidi Kacem,2,Sidi Kacem,province,Selfat,0.462,Jorf El Melha,0.7,Ouezzane,45.06128334534968
262,Isskssi,Azilal,Azilal,2,Azilal,province,Tisqi,0.5,Isseksi,0.857,Béni Mellal,45.2054794520548
263,Ikaouen,Al Hoceïma,Al Hoceïma,2,Al Hoceïma,province,Imzouren,0.667,Imaouen,0.857,Taroudant,45.34967555875991
264,Igraouen,Khouribga,Khouribga,2,Khouribga,province,Mrizigue,0.5,Imaouen,0.8,Taroudant,45.49387166546503
265,Darksdani,Driouch,Driouch,2,Driouch,province,Dar El Kebdani,0.696,Dar El Kebdani,0.696,Driouch,45.63806777217015
266,Cmsu,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,2,Agadir-Ida Ou Tanane,province,Imsouane,0.5,Missour,0.545,Boulemane,45.78226387887527
267,A.ali Youssef,Al Hoceïma,Al Hoceïma,1,Al Hoceïma,province,Aït Youssef Ou Ali,0.645,Oulad Ali Youssef,0.8,Boulemane,45.85436193222783
268,A.D.C,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Sidi Kacem,0.267,Agdz,0.444,Ouarzazate,45.92645998558039
269,A. Taorirt,Al Hoceïma,Al Hoceïma,1,Al Hoceïma,province,Arbaa Taourirt,0.75,Taourirt,0.778,Taourirt,45.99855803893295
270,"A,taourirt",Al Hoceïma,Al Hoceïma,1,Al Hoceïma,province,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,46.07065609228551
271,"A,Y,Ouali",Al Hoceïma,Al Hoceïma,1,Al Hoceïma,province,Rouadi,0.533,Oualili,0.625,Meknès,46.14275414563807
272,"A, Mediona A ,Medoina",Taounate,Taounate,1,Taounate,province,Ain Mediouna,0.545,Ain Mediouna,0.545,Taounate,46.21485219899063
273,A s s charkia,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,46.28695025234319
274,A s jbel,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,46.359048305695744
275,A S jbel olia,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,46.43114635904831
276,A S jbel,Tinghir,Tinghir,1,Tinghir,province,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,46.50324441240087
277,sidi A Tadeli,Sefrou,Sefrou,1,Sefrou,province,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,46.57534246575342
278,sghanghan,Nador,Nador,1,Nador,province,Zeghanghane,0.8,Zeghanghane,0.8,Nador,46.647440519105984
279,sebte tafraoutene,Taroudant,Taroudant,1,Taroudant,province,Tafraouten,0.741,Tafraouten,0.741,Taroudant,46.71953857245855
280,sais,Fès,Fès,1,Fès,province,Ain Kansra,0.429,Assais,0.8,Taroudant,46.7916366258111
281,sahel,Tiznit,Tiznit,1,Tiznit,province,Arbaa Sahel,0.625,Salé,0.667,Salé,46.86373467916366
282,saghro,Tinghir,Tinghir,1,Tinghir,province,Tinghir,0.462,Maghraoua,0.667,Taza,46.93583273251623
283,Douar ouled salem ain gdah,Taounate,Taounate,1,Taounate,province,Oued Jemaa,0.5,Dar Oulad Zidouh,0.571,Fquih Ben Salah,47.00793078586878
284,Douar dar lakhchab,Moulay Yacoub,Moulay Yacoub,1,Moulay Yacoub,province,Bouchabel,0.444,Oued Lakhdar,0.6,El Kelâa des Sraghna,47.08002883922134
285,Douar bni zgyiene,Taounate,Taounate,1,Taounate,province,Bni Rzine,0.615,Bni Rzine,0.615,Taounate,47.152126892573904
286,Douar amghizide,Azilal,Azilal,1,Azilal,province,Zaouiat Ahansal,0.4,Oulad Amghar,0.593,Al Hoceïma,47.22422494592646
287,Douar ait ichout,Sefrou,Sefrou,1,Sefrou,province,Aït Seghrouchen,0.387,Ait Ichou,0.72,Khemisset,47.29632299927902
288,"Douar Tahchoucht, Tamraght",Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Ida Ou Kazzou,0.308,Houara Oulad Raho,0.372,Guercif,47.36842105263158
289,Douar Skhira moulay bouchta,Taounate,Taounate,1,Taounate,province,Bni Bouchibet,0.4,Moulay Bouchta,0.683,Moulay Yacoub,47.44051910598414
290,Douar Matil,Chichaoua,Chichaoua,1,Chichaoua,province,Oulad M'Rabet,0.583,Dar Jamaa,0.6,Al Haouz,47.5126171593367
291,Douar Lhouari,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Oulad Nouel,0.5,Dar Chaoui,0.696,Tanger-Assilah,47.58471521268925
292,Douar Lazrak,Inezgane-Aït Melloul,Inezgane-Aït Melloul,1,Inezgane-Aït Melloul,province,Ouad Essafa,0.522,Dar El Hamra,0.667,Sefrou,47.656813266041816
293,z elbir,Tinghir,Tinghir,1,Tinghir,province,M'Semrir,0.533,Ksar el-Kebir,0.6,Larache,47.72891131939438
294,trik alwahda,Taza,Taza,1,Taza,province,Tahla,0.471,Sti Fadma,0.476,Al Haouz,47.80100937274693
295,tlat louta,Nador,Nador,1,Nador,province,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,47.87310742609949
296,tkhabecht,Driouch,Driouch,1,Driouch,province,Tafersit,0.471,Tafetachte,0.632,Essaouira,47.945205479452056
297,tizitounte,Chichaoua,Chichaoua,1,Chichaoua,province,Ain Tazitounte,0.75,Tiztoutine,0.8,Driouch,48.01730353280461
298,tisli,Tinghir,Tinghir,1,Tinghir,province,Tilmi,0.8,Tisqi,0.8,Azilal,48.08940158615717
299,Elhajeb II,El Hajeb,El Hajeb,1,El Hajeb,province,El Hajeb,0.778,El Hajeb,0.778,El Hajeb,48.161499639509735
300,Elguenzra,Khemisset,Khemisset,1,Khemisset,province,El Kansera,0.526,El Guerdane,0.6,Taroudant,48.23359769286229
301,El wahda,Taza,Taza,1,Taza,province,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,48.30569574621485
302,El bahri,Nador,Nador,1,Nador,province,Al Aroui,0.625,El Aamria,0.706,El Kelâa des Sraghna,48.37779379956741
303,El Yasmine,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Ain Jemaa,0.421,Lahsinate,0.632,Essaouira,48.44989185291997
304,El Qods,El Kelâa des Sraghna,El Kelâa des Sraghna,1,El Kelâa des Sraghna,province,El Marbouh,0.471,El Mers,0.571,Boulemane,48.52198990627253
305,El Hana,El Kelâa des Sraghna,El Kelâa des Sraghna,1,El Kelâa des Sraghna,province,El Aamria,0.625,El Hanchane,0.778,Essaouira,48.59408795962509
306,El Bassatine,Meknès,Meknès,1,Meknès,province,Mrhassiyine,0.522,El Bibane,0.667,Taounate,48.66618601297765
307,Ehahane,Essaouira,Essaouira,1,Essaouira,province,El Hanchane,0.778,Zeghanghane,0.778,Nador,48.73828406633021
308,Dr lagraa,Rehamna,Rehamna,1,Rehamna,province,Sidi Ali Labrahla,0.538,Dar Jamaa,0.667,Al Haouz,48.81038211968277
309,Dr Zhair Bouata,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Zirara,0.476,Dar Bouazza,0.692,Casablanca,48.882480173035326
310,Dr Lamharig,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Zirara,0.353,Lamhara,0.667,Taroudant,48.95457822638789
311,Douar zrarda,Taounate,Taounate,1,Taounate,province,Oulad Daoud,0.522,Zrarda,0.667,Taza,49.02667627974045
312,Douar tiaret bni frassen,Taza,Taza,1,Taza,province,Oulad Chrif,0.343,Bni Frassen,0.629,Taounate,49.09877433309301
313,Douar tarouate,Ouezzane,Ouezzane,1,Ouezzane,province,Teroual,0.476,Ouarzazate,0.667,Ouarzazate,49.170872386445566
314,Douar sidi saoud,Taounate,Taounate,1,Taounate,province,Oulad Daoud,0.667,Ait Sidi Daoud,0.733,Marrakech,49.24297043979813
315,Douar Elmchaâ oudka,Taounate,Taounate,1,Taounate,province,Ras El Oued,0.533,Dar Chaoui,0.621,Tanger-Assilah,49.31506849315068
316,Douar Elhomane,Inezgane-Aït Melloul,Inezgane-Aït Melloul,1,Inezgane-Aït Melloul,province,Ouad Essafa,0.48,Oulad El Garne,0.643,El Kelâa des Sraghna,49.387166546503245
317,Douar Chaoui Onarqui,El Kelâa des Sraghna,El Kelâa des Sraghna,1,El Kelâa des Sraghna,province,Oulad Cherki,0.438,Dar Chaoui,0.667,Tanger-Assilah,49.45926459985581
318,Douar Bouzgar Sidi Boushab,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Ait Aissi Ihahane,0.372,Sidi Boushab,0.632,Chtouka-Aït Baha,49.53136265320836
319,Douar Bahi,Azilal,Azilal,1,Azilal,province,Zaouiat Ahansal,0.48,Moulay Brahim,0.696,Al Haouz,49.60346070656093
320,Douar Asserssif,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Aqesri,0.286,Moulay Aissa Ben Driss,0.595,Azilal,49.675558759913486
321,Douar Ait Bousset,Chtouka-Aït Baha,Chtouka-Aït Baha,1,Chtouka-Aït Baha,province,Arbaa Aït Ahmed,0.5,Oulad Ali Youssef,0.706,Boulemane,49.74765681326604
322,Douar Agafay,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Adaghas,0.421,Dar Jamaa,0.667,Al Haouz,49.8197548666186
323,"Douar Afa, Azrarague",Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,1,Agadir-Ida Ou Tanane,province,Ida Ou Kazzou,0.424,Ouarzazate,0.533,Ouarzazate,49.89185291997117
324,DiourEssalam,Sidi Kacem,Sidi Kacem,1,Sidi Kacem,province,Zirara,0.444,Sidi Moussa Lhamri,0.667,Taroudant,49.96395097332372
325,Diour sabone,Al Haouz,Al Haouz,1,Al Haouz,province,Ouirgane,0.6,Douirane,0.7,Chichaoua,50.03604902667628
326,Demna,Taounate,Taounate,1,Taounate,province,Oued Jemaa,0.533,Demnate,0.833,Azilal,50.10814708002884
327,De Passage,Ouarzazate,Ouarzazate,1,Ouarzazate,province,Idelsane,0.556,Sidi Aissa,0.6,Safi,50.1802451333814
